stop_id,pop_within_200m,pop_within_500m,pop_within_1km
0801MUC,0,0,0
0801MUG,1135,7071,28153
0801MUM,0,0,0
0801MVT,2380,12734,49855
0801MWG,1136,7085,28221
0801MWK,1136,7088,28269
0801NAB,1136,7097,28006
0801NAE,1136,7105,28124
0801NAG,726,4432,18134
0801NAL,910,5689,20949
0801NEE,1477,16436,69354
0801NEI,1136,7105,28373
0801NGD,0,0,2811
0801NIG,1136,7105,28241
0801NRS,0,0,0
0801NSH,1031,6408,25755
0801NTM,1431,9217,32448
0801OAH,0,0,0
0801OAM,0,0,0
0801OCF,1136,7105,28200
0801ODN,0,0,0
0801OII,0,0,0
0801OKI,1067,6677,27332
0801OLK,1136,7105,28366
0801OLO,1104,6893,27547
0801OMH,0,159,5766
0801OSA,910,5689,22826
0801PBN,1136,7097,28006
0801PKK,1067,6677,27054
0801PKN,3970,22282,71907
0801PMB,1136,7104,27981
0801PPC,1130,7054,28137
0801PPI,1067,6681,26822
0801PPN,1067,6688,26893
0801PSC,1067,6793,27369
0801PSE,910,5689,22759
0801PST,910,5549,19547
0801RGN,0,0,0
0801RHY,414,2731,8831
0801RIO,0,0,0
0801RLN,1136,7105,28406
0801RPD,1136,7096,28346
0801RQE,1136,7105,28417
0801RRN,0,0,0
0801RTI,0,0,0
0801SAF,1105,6896,27268
0801SDM,2903,19222,72489
0801SEP,910,4933,16403
0801SGS,3675,17641,55115
0801SHC,478,2831,10771
0801SNT,1118,7012,28256
0801SPA,3613,21030,71442
0801SRT,1067,6696,26981
0801STC,646,3985,15937
0801STM,1100,6867,27423
0801STU,1114,6965,28166
0801SVP,989,6073,24270
0801TGR,711,4347,17794
0801TI/,1125,7062,28285
0801TIE,0,0,0
0801TIG,0,0,0
0801TOT,1067,6649,25988
0801UEN,250,1888,12580
0801UIT,1629,9845,37563
0801UON,910,5169,16498
0801VHW,910,5689,22881
0801WAC,910,5617,19922
0801WAL,0,0,0
0801WID,0,0,0
0801WPB,1131,6970,27655
0801YGN,1136,7091,28337
0801YYA,1114,6965,28617
0801ZEN,910,5689,22759
0803GAT,0,0,0
0803LAV,1114,6965,28068
0803MDM,1134,7055,28054
0803NDT,776,3446,14219
0803OYA,1135,7045,28026
0810ACC,0,0,0
0810AIE,1130,6964,27641
0810AII,0,1631,13787
0810ARB,1136,7078,28129
0810ARK,1001,6394,36996
0810ARM,0,0,0
0810BDI,1098,6882,27528
0810BEL,0,0,0
0810CL',1097,6864,27430
0810CNG,0,0,0
0810COP,428,2705,10514
0810CRO,1013,8379,49625
0810CYH,1124,6946,27600
0810EDU,1096,6874,27502
0810EGT,0,693,6608
0810EIV,910,5689,22888
0810EOR,1012,6420,37733
0810EUE,1094,6869,27494
0810FTD,1103,6893,27521
0810GCR,0,0,0
0810GIC,0,0,0
0810GIT,0,0,0
0810GOA,1095,6874,27527
0810GWI,1132,7054,28184
0810'HI,1470,9405,36046
0810HON,1133,7067,28194
0810IA-,0,1882,14546
0810ICK,1136,7105,28200
0810IKA,0,0,0
0810INL,1097,6880,27535
0810INO,764,5395,24776
0810IOA,0,0,23
0810IRT,0,0,0
0810JUN,0,0,0
0810KAM,0,0,0
0810KAR,1030,6554,25869
0810KBA,0,0,0
0810KBB,0,0,0
0810KBT,910,7119,25422
0810/KI,1012,10714,57444
0810KIN,0,129,4986
0810KMI,3184,20736,63514
0810KPL,0,0,0
0810KPR,1136,7099,28306
0810KRC,910,4376,11131
0810LIO,1095,6872,27481
0810LLA,989,6030,24168
0810LOR,980,6191,24535
0810MAE,710,4398,18082
0810MCP,773,5433,24807
0810MOH,1096,6877,27530
0810MOI,1095,6874,27526
0810MRE,3194,20761,63450
0810MRG,42,2083,15251
0810MSM,1204,7015,27001
0810MTG,0,0,0
0810MUG,0,0,0
0810MUR,1135,7063,27980
0810NAS,910,5689,20974
0810NCO,1114,6968,28217
0810NDG,0,0,0
0810NIQ,1096,6874,27502
0810NMI,3113,20470,60040
0810NNN,1466,9518,41197
0810NPN,764,5393,24774
0810NQU,1096,6874,27502
0810NSH,1010,6358,25680
0810NUE,1041,6451,24932
0810OII,1096,6878,27530
0810OMH,0,145,5695
0810OPT,1164,8531,30234
0810ORA,910,5689,22820
0810OSA,1095,6871,27479
0810PET,511,3062,16245
0810RGA,3682,21751,70598
0810RIR,0,0,0
0810RL.,1097,6863,27424
0810R/O,910,5707,23020
0810ROA,1114,6969,28180
0810ROO,1097,6878,27530
0810RUG,0,0,0
0810SAI,1096,6858,27406
0810SGB,3135,19603,57667
0810SIG,0,0,0
0810SIT,0,0,0
0810SMO,2463,18066,70863
0810SOE,1124,7061,28282
0810SRA,1096,6873,27500
0810SVB,1067,6672,26448
0810SVI,946,5248,20368
0810SYY,1133,7059,28203
0810TNA,0,0,0
0810TNG,1460,9472,39008
0810UAS,1067,6676,26769
0810UJN,1099,6812,26256
0810UON,910,5148,16430
0810UTH,163,1644,12219
0810VIU,796,5515,24811
0810VWO,2702,13593,50658
0810WIA,0,0,0
0810WJM,155,1295,7727
0810WKU,1018,6435,36773
0810WOA,0,325,6060
0810WPS,1095,6868,27447
0810WRA,0,0,0
0810WST,1098,6882,27502
0810ZAB,0,0,0
0810ZEN,910,5689,22759
0811AAC,1103,6892,27536
0811AAK,0,0,0
0811AAP,0,0,0
0811ABC,1104,6830,26277
0811ABI,0,0,0
0811AEU,0,0,0
0811AFT,1105,6898,27536
0811AGA,1108,6873,26868
0811AKK,0,0,0
0811/AM,2229,12335,49243
0811ANG,1240,7325,26078
0811APN,0,0,0
0811ARK,1014,6425,36918
0811ASR,0,0,0
0811AT.,1101,6873,27445
0811AUM,1067,5673,20266
0811CAR,1095,6873,27526
0811CNG,0,0,0
0811CRU,1088,6706,26186
0811CSA,0,0,0
0811CSL,1136,7012,27765
0811DAC,1103,6894,27523
0811DHE,0,0,0
0811ECA,1106,6899,27543
0811ECK,0,0,0
0811EIS,0,0,0
0811ELH,492,2866,10803
0811ENR,0,0,0
0811EOK,1502,9452,35220
0811ETT,0,562,6310
0811EYH,911,5721,23115
0811/FC,1101,6889,27513
0811FLA,1108,6906,27555
0811GCN,0,0,0
0811GGN,1041,6471,25015
0811GIT,0,0,0
0811IAA,0,0,0
0811IEC,1105,6896,27544
0811IHG,1667,10640,45122
0811IHR,275,1954,12439
0811IKA,0,0,0
0811IKM,0,0,0
0811INI,1133,7054,28185
0811IRS,0,0,0
0811ISA,1067,6717,27119
0811ISE,726,3820,15258
0811ISK,512,4100,17252
0811ITE,0,0,0
0811JMK,0,0,946
0811JOR,0,0,0
0811KAM,0,0,0
0811KAR,1028,6537,25957
0811KBP,910,7141,25173
0811KIM,700,4354,17031
0811KIN,0,86,3031
0811KND,1031,12964,62623
0811KNM,3627,21779,67851
0811KNR,3838,22164,65279
0811KRH,0,319,6119
0811KSA,910,5228,17819
0811LAA,1067,6672,26871
0811LSE,0,0,0
0811MAA,0,0,3264
0811MAY,1067,6672,26998
0811MBR,0,0,0
0811MGN,547,3780,16216
0811MKE,0,0,0
0811MRA,0,0,0
0811MUG,0,0,0
0811MUM,1154,6866,27003
0811MUS,1108,6875,27382
0811MWM,86,2380,12647
0811NAA,0,0,0
0811NIN,0,0,0
0811NNS,1543,9500,32140
0811OKL,1103,6879,27456
0811OKO,0,100,3111
0811ONT,0,0,0
0811OTD,1630,10577,45047
0811PAE,910,5210,14421
0811PAO,1448,9477,41464
0811PBG,1136,7094,28043
0811P/N,1104,6880,27458
0811POA,3575,20635,71683
0811PPO,1067,6672,27084
0811RAM,1114,7772,39765
0811RDH,2984,18386,55789
0811RKH,1136,7104,28272
0811RMI,1114,6983,28125
0811RNG,0,0,0
0811RNR,0,0,0
0811RUG,962,6187,24618
0811SAB,1134,7065,28200
0811SAV,1114,6965,27895
0811SIG,0,0,0
0811SKO,1557,9553,34123
0811SLT,953,5944,25293
0811SNU,2535,26493,103367
0811'SO,1103,6878,27454
0811SRI,1136,7105,28294
0811SSS,0,746,5089
0811STR,1114,6967,28192
0811SUU,1225,7011,26944
0811SVI,957,5294,20479
0811SVL,1000,6342,24793
0811SYJ,1132,7058,28201
0811TAM,1114,6965,28211
0811TGI,0,0,0
0811TIP,1092,6839,27359
0811TKD,0,0,0
0811TLR,1136,7105,28411
0811TMS,1114,6969,28215
0811TSI,160,1636,12208
0811UER,0,0,0
0811UEU,0,0,0
0811UGC,0,0,0
0811UHG,0,0,0
0811UUI,142,1811,13319
0811WAG,0,0,0
0811WIM,1131,7052,28184
0811ZOP,0,0,0
0812GRT,1240,7741,26425
0812KAK,848,9503,55559
0812WST,1102,6866,27419
0813KGT,4835,24200,72797
0813KKS,0,0,0
0813LMT,0,0,0
0813WSA,1067,6729,27167
1050COM,1114,8070,36842
081178_,14,880,7035
