cell_id,lon,lat,inside_nairobi,population_raw,population_corrected,inside_nairobi_dynamic,geometry,index_right,ward,subcounty
987,36.91369660607496,-1.3468072539895295,True,19334.708984375,5840.438037558355,True,POINT (36.91369660607496 -1.3468072539895295),951.0,Pipeline Ward,Embakasi South Sub County
988,36.921853453996555,-1.3483024209250554,True,9518.2939453125,2875.1922801522064,True,POINT (36.921853453996555 -1.3483024209250554),1029.0,Embakasi Ward,Embakasi East Sub County
992,36.9577368765853,-1.3406908610300878,False,805.6200561523438,243.35375430654005,True,POINT (36.9577368765853 -1.3406908610300878),,,
993,36.96204879228983,-1.3432407939431794,False,782.5457763671875,236.38370363469403,True,POINT (36.96204879228983 -1.3432407939431794),,,
1009,36.68160311186797,-1.3539491709516602,False,3337.429443359375,1008.1377425652206,True,POINT (36.68160311186797 -1.3539491709516602),,,
1010,36.68578365728895,-1.3515537996517621,False,2413.947021484375,729.181288237723,True,POINT (36.68578365728895 -1.3515537996517621),,,
1011,36.693738430524476,-1.353782612883927,False,1888.0194091796875,570.3142665313794,True,POINT (36.693738430524476 -1.353782612883927),,,
1012,36.70378036054954,-1.351355012466078,False,1993.5718994140625,602.1985208753182,True,POINT (36.70378036054954 -1.351355012466078),1100.0,Karen Ward,Langata  Sub County
1013,36.713558237738525,-1.3539826328561382,False,2482.35595703125,749.8455842247857,True,POINT (36.713558237738525 -1.3539826328561382),1100.0,Karen Ward,Langata  Sub County
1014,36.72852080270173,-1.3503190389495068,False,2726.260009765625,823.5217129038195,True,POINT (36.72852080270173 -1.3503190389495068),1100.0,Karen Ward,Langata  Sub County
1015,36.73156189907949,-1.3501838363428245,False,2334.41796875,705.1579370170663,True,POINT (36.73156189907949 -1.3501838363428245),1100.0,Karen Ward,Langata  Sub County
1016,36.744366121080624,-1.354262246295809,False,2210.0556640625,667.591799594348,True,POINT (36.744366121080624 -1.354262246295809),1100.0,Karen Ward,Langata  Sub County
1017,36.751433546972294,-1.3572521341299602,True,3491.564208984375,1054.6972511047018,True,POINT (36.751433546972294 -1.3572521341299602),1100.0,Karen Ward,Langata  Sub County
1018,36.761927118705636,-1.3567023985754862,True,4864.5185546875,1469.4257474557826,True,POINT (36.761927118705636 -1.3567023985754862),1100.0,Karen Ward,Langata  Sub County
1019,36.770268185983085,-1.3525962470820243,True,3248.693115234375,981.333148479355,True,POINT (36.770268185983085 -1.3525962470820243),1170.0,Mugumo-ini Ward,Langata  Sub County
1020,36.781794111724516,-1.35762812147136,True,130.5873565673828,39.446539647257715,True,POINT (36.781794111724516 -1.35762812147136),1170.0,Mugumo-ini Ward,Langata  Sub County
1021,36.78789639816461,-1.3578121017598763,True,78.30445861816406,23.65343791797045,True,POINT (36.78789639816461 -1.3578121017598763),1170.0,Mugumo-ini Ward,Langata  Sub County
1022,36.79708720649803,-1.35260002466894,True,62.91875457763672,19.00587631331794,True,POINT (36.79708720649803 -1.35260002466894),1170.0,Mugumo-ini Ward,Langata  Sub County
1023,36.805197657880285,-1.3515266655749865,True,55.1194953918457,16.649953084771724,True,POINT (36.805197657880285 -1.3515266655749865),1170.0,Mugumo-ini Ward,Langata  Sub County
1024,36.81323482217978,-1.353273167644942,True,53.331077575683594,16.109725484294195,True,POINT (36.81323482217978 -1.353273167644942),1170.0,Mugumo-ini Ward,Langata  Sub County
1025,36.82310073250862,-1.3524680595316525,True,51.90111541748047,15.677776630665845,True,POINT (36.82310073250862 -1.3524680595316525),1170.0,Mugumo-ini Ward,Langata  Sub County
