stop_id,lat,lon,ward,is_existing_stop,nearest_node_degree,road_type,distance_to_major_road,distance_to_nearest_stop,stops_within_500m,stops_within_1km,pop_not_served_nearby,poverty_rate_weighted_pop,route_count_serving,trips_per_day,avg_headway_minutes,service_span_hours,routes_within_500m,avg_speed_daily,avg_speed_peak,avg_speed_offpeak,congestion_pct_daily,congestion_pct_peak,trip_count_daily,trip_count_peak,demand_variability_cv,dominant_congestion_level,ward_pct_access,ward_population,ward_poverty_rate,is_benchmark_ward,ward_category,distance_to_cbd,coverage_efficiency_nearby,demand_supply_ratio,network_accessibility,is_good_stop,pop_within_500m,subcounty_gini,trips_per_1k_pop_per_hour
0100AKA,-1.218550569,36.77443743,Karura Ward,True,6,tertiary,448.264722246088,29.07300136254319,12,26,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,8.91732620053236,1.9089077189134604,0.0,0.0133551549963752,0,0,0.1696428393750311,21.68060393185624
0100AL2,-1.202838153,36.7692849,Karura Ward,True,6,tertiary,567.3701739033345,65.47411343180477,14,28,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.710187444047213,1.7772589107125325,0.0,0.0105565004560222,0,0,0.1696428393750311,21.68060393185624
0100AMY,-1.204494238,36.78601384,Karura Ward,True,6,primary,34.112814987745494,0.7307930205386938,21,45,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,9.745060684080103,1.1204458350144224,597.0,0.1708777835697315,0,1194,0.1696428393750311,21.68060393185624
0100ANJ,-1.171676248,36.91650867,Kahawa West,True,6,primary,9.034642607309651,109.54114679375613,3,6,11984,405.62379022513335,1,1,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,16.870586709002346,4.338944524944206,1619.5,0.5979286193640171,0,3239,0.14000414860742105,5.437899353452546
0100A.P,-1.178289056,36.91195965,Kahawa West,True,2,residential,178.94100776891187,465.2543920760716,2,4,11984,405.62379022513335,1,1,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,15.9839415489999,6.074522334921889,1619.5,0.0111147538006927,0,3239,0.14000414860742105,5.437899353452546
0100APC,-1.188633174,36.73722178,Karura Ward,True,6,residential,28.673976396839063,55.83508526989136,7,22,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,14.044004123694636,2.240891670028845,0.0,0.2021973705094384,0,0,0.1696428393750311,21.68060393185624
0100ARG,-1.26081,36.81997,Parklands/highridge Ward,True,2,residential,617.1813640358736,11.955065872182375,12,48,412,1196.2781051674128,1,1,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,17.9,True,well_served,2.8620917681313216,2.000470242134765,3336.0,0.0032352964944506,1,6672,0.1696428393750311,40.682148116017906
0100ARI,-1.185328692,36.73338085,Karura Ward,True,6,trunk,19.286820632313116,116.09243640412204,7,17,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,14.599088945606896,2.8633615783701907,0.0,0.2957585177463994,0,0,0.1696428393750311,21.68060393185624
0100ASD,-1.19794,36.75537,Karura Ward,True,6,tertiary,115.4116941982836,11.155361939478029,11,24,19794,501.8775238660341,2,2,720.0,0,2,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,11.999948741719148,2.0616203364265373,0.0,0.0515412136325429,0,0,0.1696428393750311,21.68060393185624
0100ASW,-1.204816103,36.78255916,Karura Ward,True,6,primary,10.32730614558137,5.405739395596722,25,46,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,9.855253951968324,1.0966065619290093,118.0,0.5296934613478704,0,236,0.1696428393750311,21.68060393185624
0100AWA,-1.149612397,36.94740772,Kahawa West,True,8,residential,34.673198690859714,159.01304872423333,4,5,11984,405.62379022513335,1,1,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,20.997073770904333,5.062101945768241,0.0,0.2242579946173927,0,0,0.14000414860742105,5.437899353452546
0100BKH,-1.215780973,36.83506072,Karura Ward,True,6,trunk,20.713427287355447,40.50443646006882,11,19,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,8.099617503053631,2.577025420533172,1533.5,0.2763267134476752,0,3067,0.1696428393750311,21.68060393185624
0100BKK,-1.154729247,36.67456269,Kitisuru Ward,True,6,trunk,4.089959913750467,45.56640382422819,4,5,19156,1020.1206955680644,1,1,1440.0,0,1,,,,,,,,,,58.6948942150194,154593.60933689412,17.9,False,underserved,21.582516725593013,9.7824823691699,0.0,1.1787912089034476,0,0,0.1696428393750311,10.711956381011875
0100BLD,-1.202671891,36.76871896,Karura Ward,True,6,tertiary,501.95020000893504,65.47411343180477,14,28,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.757612515543126,1.7772589107125325,0.0,0.0119296105258401,0,0,0.1696428393750311,21.68060393185624
0100CAR,-1.17373082,36.71296388,Kitisuru Ward,True,6,trunk,160.2138212131764,136.94996634205893,2,7,19156,1020.1206955680644,1,1,1440.0,0,1,,,,,,,,,,58.6948942150194,154593.60933689412,17.9,False,underserved,17.06561480080931,7.336861776877424,0.0,0.0372176526481937,0,0,0.1696428393750311,10.711956381011875
0100CBR,-1.20678,36.78464,Karura Ward,True,6,residential,9.48774082709198,91.04706914607716,27,46,19794,501.8775238660341,2,2,720.0,1,2,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,9.56470039587246,1.0966065619290093,181.66666666666663,0.5720965171546547,0,545,0.1696428393750311,21.68060393185624
0100CCD,-1.25983,36.8176,Parklands/highridge Ward,True,8,unclassified,724.1038050938755,53.11787834633418,10,42,412,1196.2781051674128,1,1,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,17.9,True,well_served,2.954783815142307,2.279605624758221,3336.0,0.0110329030737389,1,6672,0.1696428393750311,40.682148116017906
0100CHE,-1.227579,36.797994,Karura Ward,True,8,residential,121.120507365553,32.34835685854886,6,16,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,6.880264537476349,3.0317946123919666,1399.5,0.0655090629131843,0,2799,0.1696428393750311,21.68060393185624
0100CHL,-1.181032,36.762044,Karura Ward,True,6,secondary,19.78166063612352,4.790999795751639,12,25,19794,501.8775238660341,2,2,720.0,0,2,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,13.223872079915092,1.9823272465639783,0.0,0.2887160995002756,0,0,0.1696428393750311,21.68060393185624
0100CTC,-1.19626,36.75305,Karura Ward,True,6,tertiary,432.1162231873943,12.410177275055227,13,25,19794,501.8775238660341,2,2,720.0,0,2,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,12.301250003186714,1.9823272465639783,0.0,0.0138530945708861,0,0,0.1696428393750311,21.68060393185624
0100CTR,-1.261465877,36.82164699,Parklands/highridge Ward,True,6,unclassified,417.3750441409307,68.11733295005507,25,48,412,1196.2781051674128,1,1,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,17.9,True,well_served,2.816276725454102,2.000470242134765,3260.0,0.0143411995625123,1,6520,0.1696428393750311,40.682148116017906
0100DPA,-1.208925247,36.78782701,Karura Ward,True,6,secondary,24.819009724128644,18.38404994711266,18,42,19794,501.8775238660341,4,4,360.0,0,4,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,9.212887680296571,1.1986164746665915,278.4,0.2323869142972133,0,1392,0.1696428393750311,21.68060393185624
0100EIE,-1.203090316,36.77023709,Karura Ward,True,6,tertiary,676.7007452134144,28.347575752527227,15,27,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.633501242775486,1.84073244323798,0.0,0.0088534652534734,0,0,0.1696428393750311,21.68060393185624
0100EIL,-1.200815767,36.76228434,Karura Ward,True,6,tertiary,184.869635113743,48.305001831091765,9,22,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,11.306380614475463,2.240891670028845,0.0,0.0322806896152149,0,0,0.1696428393750311,21.68060393185624
0100EIO,-1.169498205,36.70019388,Kitisuru Ward,True,6,residential,150.78082485351908,10.846732418944008,6,10,19156,1020.1206955680644,1,1,1440.0,0,1,,,,,,,,,,58.6948942150194,154593.60933689412,17.9,False,underserved,18.389291003928992,5.335899474092672,0.0,0.0395306851559839,0,0,0.1696428393750311,10.711956381011875
0100ESN,-1.190204948,36.73913687,Karura Ward,True,8,residential,15.866743957674444,18.478619817519583,4,22,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,13.77403691684612,2.240891670028845,0.0,0.4743061269012721,0,0,0.1696428393750311,21.68060393185624
0100GAO,-1.203959316,36.77340478,Karura Ward,True,6,residential,510.387018047943,42.11837666428622,18,30,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.379664688380482,1.662597045505272,0.0,0.0117327968607867,0,0,0.1696428393750311,21.68060393185624
0100GUG,-1.195629,36.780871,Karura Ward,True,6,secondary,8.037273847464087,10.92095600191598,10,18,19794,501.8775238660341,2,2,720.0,0,2,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.871288244252543,2.712658337403339,0.0,0.6639170286605441,0,0,0.1696428393750311,21.68060393185624
0100GVS,-1.124978,36.677156,Kitisuru Ward,True,6,secondary,77.85476460447497,5.3059857711221685,4,6,19156,1020.1206955680644,1,1,1440.0,0,1,,,,,,,,,,58.6948942150194,154593.60933689412,17.9,False,underserved,23.76053397401646,8.384984887859913,0.0,0.0760892512975621,0,0,0.1696428393750311,10.711956381011875
0100HYD,-1.19387573,36.74975574,Karura Ward,True,6,residential,399.67492982231136,18.295061600405035,14,26,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,12.730404604861857,1.9089077189134604,0.0,0.0149747327656882,0,0,0.1696428393750311,21.68060393185624
0100IKW,-1.186262101,36.73443764,Karura Ward,True,6,residential,1.94497214450486,92.66486869133614,8,18,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,14.44422376915917,2.712658337403339,0.0,2.037370713741941,0,0,0.1696428393750311,21.68060393185624
0100ILL,-1.204420656,36.77496046,Karura Ward,True,6,tertiary,330.3024364062899,50.918488241001214,14,34,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.254046476904492,1.472585954590384,0.0,0.0181103407058617,0,0,0.1696428393750311,21.68060393185624
0100INT,-1.257623434,36.81249261,Parklands/highridge Ward,True,6,residential,752.226464982321,5.954706009244052,6,24,412,1196.2781051674128,1,1,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,17.9,True,well_served,3.2423177455092094,3.92092167458414,3326.5,0.0079657317937452,1,6653,0.1696428393750311,40.682148116017906
0100ITS,-1.18686676,36.73514843,Karura Ward,True,6,residential,24.19345786623037,12.10035211637732,7,16,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,14.342071708602871,3.0317946123919666,0.0,0.2381570656897589,0,0,0.1696428393750311,21.68060393185624
0100JAK,-1.219687,36.77222,Karura Ward,True,6,tertiary,474.9600633651573,6.441826449095285,8,23,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,8.946084168552604,2.147521183777643,4.5,0.0126060996747888,0,9,0.1696428393750311,21.68060393185624
0100JO.,-1.152970523,36.92023158,Kahawa West,True,4,residential,25.48188585318734,29.426629486779397,5,11,11984,405.62379022513335,1,1,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,18.74355895688851,2.5310509728841204,0.0,0.1510466445696337,0,0,0.14000414860742105,5.437899353452546
0100JOA,-1.183204383,36.73027486,Karura Ward,True,6,residential,12.331110096555143,130.91777164354568,9,18,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,15.001759328229005,2.712658337403339,0.0,0.4500750467547667,0,0,0.1696428393750311,21.68060393185624
0100JYL,-1.204896569,36.77661538,Karura Ward,True,6,tertiary,139.2059729660704,3.621956651177401,16,37,19794,501.8775238660341,1,1,1440.0,0,1,,,,,,,,,,51.54050841066344,136158.56870400644,17.9,False,underserved,10.123711531033225,1.3563291687016694,0.0,0.0427941825378009,0,0,0.1696428393750311,21.68060393185624
