stop_id,ward
0511GSU,Mihango Ward
0511GTA,Embakasi Ward
0511HIR,Nairobi South Ward
0511HOS,Mugumo-ini Ward
0511HSL,Mihango Ward
0511HYG,South C Ward
0511IAA,Mugumo-ini Ward
0511IAK,Mugumo-ini Ward
0511IEB,Mugumo-ini Ward
0511IFC,Landimawe Ward
0511IIK,South C Ward
0511IIV,Mugumo-ini Ward
0511ILI,Pipeline Ward
0511IND,Landimawe Ward
0511INR,Ruai Ward
0511ISP,Mugumo-ini Ward
0511ITT,Ruai Ward
0511IUF,Ruai Ward
0511IUG,Kahawa West
0511KAJ,Karen Ward
0511KAP,South C Ward
0511KCF,Mihango Ward
0511KCT,Mugumo-ini Ward
0511KNE,Karen Ward
0511KNH,Karen Ward
0511KOB,Karen Ward
0511KSB,South C Ward
0511KTM,Mugumo-ini Ward
0511KZE,Mihango Ward
0511LEM,Mugumo-ini Ward
0511LER,South C Ward
0511LGT,Mugumo-ini Ward
0511LLM,Pipeline Ward
0511LNA,Mugumo-ini Ward
0511LSN,Mugumo-ini Ward
0511LTI,Mugumo-ini Ward
0511LUP,Nairobi South Ward
0511LVU,Nairobi West Ward
0511MAD,Nairobi West Ward
0511MAK,Nairobi South Ward
0511MAM,Karen Ward
0511MAT,Nairobi South Ward
0511MCH,Landimawe Ward
0511MCU,Nairobi South Ward
0511MDK,Mugumo-ini Ward
0511MDO,Kilimani Ward
0511MER,Nairobi South Ward
0511MHG,Mihango Ward
0511MLL,Mugumo-ini Ward
0511MMU,Mugumo-ini Ward
0511MSH,Nairobi South Ward
0511MSL,Karen Ward
0511MTA,Nairobi South Ward
0511MTE,Mihango Ward
0511NAA,Nairobi South Ward
0511NAB,Landimawe Ward
0511NAC,Karen Ward
0511NAV,Mugumo-ini Ward
0511NBK,Embakasi Ward
0511NGI,Mugumo-ini Ward
0511NIS,Imara Daima Ward
0511NOG,Nairobi South Ward
0511NOI,Nairobi South Ward
0511NTN,Mugumo-ini Ward
0511NYS,Nairobi West Ward
0511NYY,Landimawe Ward
0511OAM,Nairobi South Ward
0511OED,Mugumo-ini Ward
0511OFM,Karen Ward
0511OMT,Mugumo-ini Ward
0511OPR,Mugumo-ini Ward
0511OST,South C Ward
0511OTI,Mugumo-ini Ward
0511OTN,Mugumo-ini Ward
0511PHC,Karen Ward
0511PJC,Mugumo-ini Ward
0511PLV,Nairobi South Ward
0511PNR,Nairobi South Ward
0511PST,Nairobi South Ward
0511PTU,Ruai Ward
0511RAA,Karen Ward
0511RAH,Imara Daima Ward
0511RCN,South C Ward
0511RDA,Utawala Ward
0511RHR,Nairobi West Ward
0511RNE,Mugumo-ini Ward
0511SE.,Mugumo-ini Ward
0511SHL,Mugumo-ini Ward
0511SIT,Imara Daima Ward
0511SMR,Nairobi South Ward
0511SNA,Nairobi South Ward
0511SNP,Pipeline Ward
0511SOL,Karen Ward
0511SPM,Ruai Ward
0511SPS,Nairobi South Ward
0511SRG,South C Ward
0511SST,Nairobi South Ward
0511STA,Mugumo-ini Ward
0511SUP,Nairobi West Ward
0511SUY,Karen Ward
0511SYK,Mugumo-ini Ward
0511TAN,Karen Ward
0511TAY,Mugumo-ini Ward
0511TCU,South C Ward
0511/TE,Imara Daima Ward
0511T.E,Nairobi South Ward
0511TEV,Mugumo-ini Ward
0511TGG,Mugumo-ini Ward
0511THC,South C Ward
0511TIA,Utawala Ward
0511TLL,Mugumo-ini Ward
0511TOJ,Nairobi South Ward
0511TOL,Mugumo-ini Ward
0511TOP,Mugumo-ini Ward
0511TSH,Mugumo-ini Ward
0511TSK,Embakasi Ward
0511TUS,Karen Ward
0511TYK,Embakasi Ward
0511UCC,Ruai Ward
0511UCH,Nairobi West Ward
0511UHU,Nairobi West Ward
0511UNG,South C Ward
0511USO,Mugumo-ini Ward
0511UYT,Embakasi Ward
0511VHO,Nairobi South Ward
0511VOE,Nairobi South Ward
0511WAM,Imara Daima Ward
0511WEP,Mihango Ward
0511WIL,Nairobi West Ward
0511WKN,Karen Ward
0511YRA,Karen Ward
0511YSA,Mugumo-ini Ward
0512ADU,Nairobi Central Ward
0512BST,Nairobi Central Ward
0512CMC,Nairobi Central Ward
0512CML,Nairobi Central Ward
0512EAS,Nairobi Central Ward
0512NKG,Karen Ward
0513CAB,Imara Daima Ward
0513GTR,Ruai Ward
0513HOS,Mugumo-ini Ward
0513IMD,Imara Daima Ward
0513KIT,Mugumo-ini Ward
0513KWR,Karen Ward
0513MDK,Mugumo-ini Ward
0513TER,Karen Ward
0600AMB,Kilimani Ward
0600AOV,Kilimani Ward
0600ARC,Kilimani Ward
0600ATS,Kabiro Ward
0600BRB,Kilimani Ward
0600CHK,Kilimani Ward
0600CHO,Kilimani Ward
0600CNG,Kabiro Ward
0600COP,Kabiro Ward
0600DON,Kilimani Ward
0600HGH,Nyayo Highrise Ward
0600KIL,Kilimani Ward
0600KIR,Kilimani Ward
0600KNG,Gatina Ward
0600MBA,Woodley/kenyatta Golf Course Ward
0600MIE,Kileleshwa Ward
0600MON,Kileleshwa Ward
0600MOS,Woodley/kenyatta Golf Course Ward
0600NGM,Woodley/kenyatta Golf Course Ward
0600NSO,Kilimani Ward
0600OLM,Nairobi South Ward
0600OTH,Kileleshwa Ward
0600RUS,Kilimani Ward
0600SAA,Kilimani Ward
0600SFK,Gatina Ward
0600STH,Mugumo-ini Ward
0600TOI,Kileleshwa Ward
0600VRP,Kilimani Ward
0600YAY,Kilimani Ward
0600ZEB,Gatina Ward
0601AMB,Kilimani Ward
0601ARB,Woodley/kenyatta Golf Course Ward
0601ARC,Kilimani Ward
0601AYO,Kilimani Ward
0601BRB,Kilimani Ward
0601CNG,Kabiro Ward
0601COA,Kabiro Ward
0601CTU,Woodley/kenyatta Golf Course Ward
0601DRO,Woodley/kenyatta Golf Course Ward
0601ENL,Woodley/kenyatta Golf Course Ward
0601FLY,Woodley/kenyatta Golf Course Ward
0601GEE,Kilimani Ward
0601HDH,Kabiro Ward
0601HIG,Woodley/kenyatta Golf Course Ward
0601HTD,Kilimani Ward
0601INT,Kilimani Ward
0601IRN,Kilimani Ward
0601KIR,Kilimani Ward
0601KON,Gatina Ward
0601MGA,Woodley/kenyatta Golf Course Ward
0601MON,Kileleshwa Ward
0601NAT,Woodley/kenyatta Golf Course Ward
0601NEU,Kilimani Ward
0601OLL,Woodley/kenyatta Golf Course Ward
0601PCE,Woodley/kenyatta Golf Course Ward
0601QUA,Kilimani Ward
0601SFK,Kabiro Ward
0601THT,Kileleshwa Ward
0601THY,Kilimani Ward
0601TWZ,Kabiro Ward
0601WAR,Gatina Ward
0602STP,Nairobi Central Ward
0603COP,Kabiro Ward
0603KNG,Gatina Ward
0603STB,Nairobi South Ward
0603YAY,Kilimani Ward
0610GEE,Kilimani Ward
0610GOP,Nairobi Central Ward
0610GPO,Nairobi Central Ward
0610HUL,Kilimani Ward
0610IAY,Kilimani Ward
0610INM,Nairobi Central Ward
0610KSS,Gatina Ward
0610MHS,Woodley/kenyatta Golf Course Ward
0610MKF,Gatina Ward
0610NWH,Kilimani Ward
0610PNF,Kilimani Ward
0610RMX,Kilimani Ward
0610SER,Kilimani Ward
0610SHP,South C Ward
0610SOK,Kabiro Ward
0610VAJ,Woodley/kenyatta Golf Course Ward
0611BKS,Woodley/kenyatta Golf Course Ward
0611CKA,Kilimani Ward
0611COM,Kilimani Ward
0611DOD,Kilimani Ward
0611GPO,Nairobi Central Ward
0611HGH,Kilimani Ward
0611HUR,Kilimani Ward
0611ISP,Kilimani Ward
0611IYQ,Woodley/kenyatta Golf Course Ward
0611KIL,Kilimani Ward
0611MKF,Gatina Ward
0611NAV,Kilimani Ward
0611SEB,Woodley/kenyatta Golf Course Ward
0611SOK,Kabiro Ward
0611SRN,Kilimani Ward
0611VJA,Woodley/kenyatta Golf Course Ward
0611VRP,Kilimani Ward
0611YAY,Kilimani Ward
0613MWI,Kabiro Ward
0700AAY,Kilimani Ward
0700ABB,Riruta Ward
0700ABN,Karen Ward
0700ACI,Kitisuru Ward
0700ADR,Uthiru/ruthimitu Ward
0700AIA,Uthiru/ruthimitu Ward
0700AIC,Riruta Ward
0700AIV,Karen Ward
0700AKA,Uthiru/ruthimitu Ward
0700AMD,Mutu-ini Ward
0700AOT,Uthiru/ruthimitu Ward
0700AOW,Uthiru/ruthimitu Ward
0700ASM,Karen Ward
0700AYY,Kilimani Ward
0700BDB,Karen Ward
0700BID,Riruta Ward
0700BMC,Kilimani Ward
0700BMY,Riruta Ward
0700BPS,Kabiro Ward
0700BRM,Woodley/kenyatta Golf Course Ward
0700BTG,Riruta Ward
0700CAH,Riruta Ward
0700CDT,Ngando Ward
0700CKK,Riruta Ward
0700CRP,Karen Ward
0700CUM,Kilimani Ward
0700CWH,Karen Ward
0700CWT,Uthiru/ruthimitu Ward
0700DBS,Karen Ward
0700DCR,Mutu-ini Ward
0700DCT,Kabiro Ward
0700DDO,Kilimani Ward
0700DIN,Mountain View Ward
0700DNO,Karen Ward
0700DRI,Mountain View Ward
0700EAY,Sarang'ombe Ward
0700EOL,Karen Ward
0700E'P,Kitisuru Ward
0700ESU,Kilimani Ward
0700ETN,Kilimani Ward
0700ETR,Uthiru/ruthimitu Ward
0700EUI,Kawangware Ward
0700FDI,Riruta Ward
0700FED,Kilimani Ward
0700FJS,Makina Ward
0700FMK,Mutu-ini Ward
0700FVM,Ngando Ward
0700GBK,Uthiru/ruthimitu Ward
0700GCP,Uthiru/ruthimitu Ward
0700GEH,Ngando Ward
0700GGL,Uthiru/ruthimitu Ward
0700GMW,Kileleshwa Ward
0700GNG,Kilimani Ward
0700GPF,Uthiru/ruthimitu Ward
0700GRS,Uthiru/ruthimitu Ward
0700GRU,Uthiru/ruthimitu Ward
0700/HI,Woodley/kenyatta Golf Course Ward
0700HKA,Karen Ward
0700HRW,Karen Ward
0700HSN,Riruta Ward
0700HTA,Uthiru/ruthimitu Ward
0700HVE,Mutu-ini Ward
0700HVI,Mountain View Ward
0700HWA,Uthiru/ruthimitu Ward
0700IBI,Kawangware Ward
0700IER,Kabiro Ward
0700IOO,Uthiru/ruthimitu Ward
0700IRI,Uthiru/ruthimitu Ward
0700ITO,Mugumo-ini Ward
0700IUA,Mugumo-ini Ward
0700JAN,Mugumo-ini Ward
0700JER,Riruta Ward
0700JKW,Uthiru/ruthimitu Ward
0700JLD,Riruta Ward
0700JNR,Riruta Ward
0700JOO,Karen Ward
0700JPS,Woodley/kenyatta Golf Course Ward
0700KAC,Uthiru/ruthimitu Ward
0700KAK,Kitisuru Ward
0700KCQ,Woodley/kenyatta Golf Course Ward
0700KDN,Karen Ward
0700KEH,Mutu-ini Ward
0700KEL,Karen Ward
0700KEO,Ngando Ward
0700KEQ,Riruta Ward
0700KII,Kabiro Ward
0700KIM,Mountain View Ward
0700KMH,Riruta Ward
0700KMJ,Riruta Ward
0700KMM,Karen Ward
0700KON,Karen Ward
0700KPG,Uthiru/ruthimitu Ward
0700KPI,Karen Ward
0700KPL,Karen Ward
0700KRA,Makina Ward
0700KRR,Uthiru/ruthimitu Ward
0700KSS,Karen Ward
0700KVE,Uthiru/ruthimitu Ward
0700KWK,Karen Ward
0700LEA,Ngando Ward
0700LEM,Ngando Ward
0700LHI,Kabiro Ward
0700MAA,Uthiru/ruthimitu Ward
0700MAU,Karen Ward
0700MDA,Riruta Ward
0700MDR,Mugumo-ini Ward
0700MHU,Kilimani Ward
0700MKC,Uthiru/ruthimitu Ward
0700MMB,Riruta Ward
0700MNO,Uthiru/ruthimitu Ward
0700MOG,Woodley/kenyatta Golf Course Ward
0700MRT,Uthiru/ruthimitu Ward
0700MSK,Riruta Ward
0700MTM,Waithaka Ward
0700MTO,Karen Ward
0700MUL,Kawangware Ward
0700MUM,Waithaka Ward
0700N44,Karen Ward
0700NCS,Kileleshwa Ward
0700NDU,Kawangware Ward
0700NHF,Kilimani Ward
0700NKA,Kitisuru Ward
0700NMA,Uthiru/ruthimitu Ward
0700NMI,Kileleshwa Ward
0700NPC,Karen Ward
0700NPS,Waithaka Ward
0700NUQ,Kileleshwa Ward
0700NWA,Uthiru/ruthimitu Ward
0700NYA,Karen Ward
0700NYM,Karen Ward
0700OAA,Riruta Ward
0700OLM,Sarang'ombe Ward
0700OOH,Woodley/kenyatta Golf Course Ward
0700OOR,Nairobi Central Ward
0700OOT,Kileleshwa Ward
0700ORK,Kitisuru Ward
0700ORS,Karen Ward
0700OST,Karen Ward
0700PBG,Kawangware Ward
0700PCS,Karen Ward
0700PTR,Karen Ward
0700PWA,Ngando Ward
0700RAC,Ngando Ward
0700RCK,Riruta Ward
0700RCR,Uthiru/ruthimitu Ward
0700REL,Ngando Ward
0700RIR,Kilimani Ward
0700RMN,Karen Ward
0700RNG,Kilimani Ward
0700RPR,Mutu-ini Ward
0700RSP,Riruta Ward
0700RSR,Kawangware Ward
0700SAD,Karen Ward
0700SAN,Uthiru/ruthimitu Ward
0700SGR,Ngando Ward
0700SHW,Karen Ward
0700SJK,Mountain View Ward
0700SJL,Kawangware Ward
0700SMK,Mountain View Ward
0700SPC,Uthiru/ruthimitu Ward
0700STK,Ngando Ward
0700STY,Riruta Ward
0700SUC,Woodley/kenyatta Golf Course Ward
0700TBK,Kilimani Ward
0700TDI,Karen Ward
0700TED,Mugumo-ini Ward
0700TLF,Karen Ward
0700TON,Makina Ward
0700TRD,Ngando Ward
0700TSK,Karen Ward
0700UAS,Mountain View Ward
0700UKG,Uthiru/ruthimitu Ward
0700ULT,Uthiru/ruthimitu Ward
0700UNV,Karen Ward
0700URB,Kitisuru Ward
0700WAG,Kitisuru Ward
0700WIJ,Uthiru/ruthimitu Ward
0700WTA,Waithaka Ward
0700ZBA,Karen Ward
0700ZEK,Karen Ward
0700ZLL,Kilimani Ward
0701ACC,Kitisuru Ward
0701ACH,Uthiru/ruthimitu Ward
0701ACI,Uthiru/ruthimitu Ward
0701ADA,Kilimani Ward
0701ADC,Makina Ward
0701AEE,Kitisuru Ward
0701AHS,Uthiru/ruthimitu Ward
0701AIU,Karen Ward
0701APA,Woodley/kenyatta Golf Course Ward
0701ATO,Woodley/kenyatta Golf Course Ward
0701AUT,Uthiru/ruthimitu Ward
0701BCA,Karen Ward
0701BLC,Karen Ward
0701BMK,Riruta Ward
0701BPP,Riruta Ward
0701BPS,Riruta Ward
0701CCL,Karen Ward
0701CMD,Woodley/kenyatta Golf Course Ward
0701CRS,Karen Ward
0701CWH,Karen Ward
0701DAM,Kilimani Ward
0701DBO,Karen Ward
0701DCR,Riruta Ward
0701DCT,Mutu-ini Ward
0701DFA,Kilimani Ward
0701DNL,Uthiru/ruthimitu Ward
0701DUA,Uthiru/ruthimitu Ward
0701ELP,Karen Ward
0701EMO,Woodley/kenyatta Golf Course Ward
0701FGK,Ngando Ward
0701FGS,Uthiru/ruthimitu Ward
0701FIR,Woodley/kenyatta Golf Course Ward
0701FJE,Makina Ward
0701FRK,Mutu-ini Ward
0701GAC,Uthiru/ruthimitu Ward
0701GCU,Uthiru/ruthimitu Ward
0701GDB,Uthiru/ruthimitu Ward
0701GDR,Karen Ward
0701GGS,Uthiru/ruthimitu Ward
0701GHS,Ngando Ward
0701GRD,Uthiru/ruthimitu Ward
0701GRG,Karen Ward
0701GTR,Uthiru/ruthimitu Ward
0701ITE,Ngando Ward
0701ITG,Uthiru/ruthimitu Ward
0701JBC,Karen Ward
0701JCR,Riruta Ward
0701KAR,Makina Ward
0701KBG,Woodley/kenyatta Golf Course Ward
0701KCC,Karen Ward
0701KDF,Karen Ward
0701KFR,Karen Ward
0701KJI,Riruta Ward
0701KMC,Karen Ward
0701KMH,Karen Ward
0701KNC,Karen Ward
0701KNK,Karen Ward
0701KNO,Karen Ward
0701KNR,Uthiru/ruthimitu Ward
0701KON,Karen Ward
0701KPC,Mutu-ini Ward
0701KPY,Riruta Ward
0701KRC,Riruta Ward
0701KRE,Riruta Ward
0701LNA,Ngando Ward
0701LRI,Uthiru/ruthimitu Ward
0701MGJ,Woodley/kenyatta Golf Course Ward
0701MHS,Karen Ward
0701MKA,Makina Ward
0701MTS,Karen Ward
0701MTW,Riruta Ward
0701MUT,Uthiru/ruthimitu Ward
0701N44,Karen Ward
0701NDL,Karen Ward
0701NDW,Kawangware Ward
0701NGD,Riruta Ward
0701NGR,Karen Ward
0701NHS,Woodley/kenyatta Golf Course Ward
0701NJR,Makina Ward
0701NMO,Uthiru/ruthimitu Ward
0701NMY,Kilimani Ward
0701NPC,Woodley/kenyatta Golf Course Ward
0701NSC,Woodley/kenyatta Golf Course Ward
0701NSP,Riruta Ward
0701NTO,Karen Ward
0701NVI,Riruta Ward
0701NVV,Karen Ward
0701NWT,Woodley/kenyatta Golf Course Ward
0701NYH,Karen Ward
0701NYI,Karen Ward
0701OEN,Karen Ward
0701OLY,Sarang'ombe Ward
0701PAC,Ngando Ward
0701PBG,Riruta Ward
0701PCY,Karen Ward
0701PKA,Woodley/kenyatta Golf Course Ward
0701PMS,Karen Ward
0701PPT,Karen Ward
0701PSA,Woodley/kenyatta Golf Course Ward
0701PTR,Karen Ward
0701PWY,Karen Ward
0701RCE,Karen Ward
0701REU,Riruta Ward
0701RHP,Karen Ward
0701RNR,Uthiru/ruthimitu Ward
0701ROS,Woodley/kenyatta Golf Course Ward
0701RSF,Riruta Ward
0701RSP,Riruta Ward
0701SAT,Riruta Ward
0701SBR,Riruta Ward
0701SDP,Uthiru/ruthimitu Ward
0701SFY,Woodley/kenyatta Golf Course Ward
0701SHK,Karen Ward
0701SHS,Karen Ward
0701SHT,Karen Ward
0701SJC,Kawangware Ward
0701SJO,Riruta Ward
0701SMA,Kabiro Ward
0701SMH,Ngando Ward
0701SMN,Karen Ward
0701SMR,Uthiru/ruthimitu Ward
0701SSR,Makina Ward
0701STP,Mugumo-ini Ward
0701SWD,Woodley/kenyatta Golf Course Ward
0701SYU,Karen Ward
0701TAN,Ngando Ward
0701TAT,Uthiru/ruthimitu Ward
0701TGA,Woodley/kenyatta Golf Course Ward
0701THR,Uthiru/ruthimitu Ward
0701TKS,Woodley/kenyatta Golf Course Ward
0701TRE,Woodley/kenyatta Golf Course Ward
0701TSK,Karen Ward
0701TTE,Woodley/kenyatta Golf Course Ward
0701TTW,Kitisuru Ward
0701UAK,Uthiru/ruthimitu Ward
0701UCN,Woodley/kenyatta Golf Course Ward
0701UGK,Uthiru/ruthimitu Ward
0701UKC,Uthiru/ruthimitu Ward
0701UMJ,Karen Ward
0701UTM,Karen Ward
0701VNS,Karen Ward
0701WGT,Uthiru/ruthimitu Ward
0701WMA,Uthiru/ruthimitu Ward
0701WNK,Woodley/kenyatta Golf Course Ward
0701WOO,Woodley/kenyatta Golf Course Ward
0701WRG,Karen Ward
0701WTK,Waithaka Ward
0701WWU,Uthiru/ruthimitu Ward
0701YAA,Kilimani Ward
0701ZMB,Karen Ward
0702DCS,Ngando Ward
0702KDC,Kilimani Ward
0703DGT,Mutu-ini Ward
0703EQY,Sarang'ombe Ward
0703KIS,Karen Ward
0703MHR,Riruta Ward
0703UTP,Uthiru/ruthimitu Ward
071004_,Kilimani Ward
071064A,Riruta Ward
0710A.A,Karen Ward
0710AAY,Kilimani Ward
0710ADC,Kilimani Ward
0710AEA,Uthiru/ruthimitu Ward
0710AHE,Kileleshwa Ward
0710AHL,Uthiru/ruthimitu Ward
0710AIJ,Kileleshwa Ward
0710AJA,Kileleshwa Ward
0710AJI,Kileleshwa Ward
0710BBT,Kilimani Ward
0710BLL,Karen Ward
0710BUM,Karen Ward
0710CAE,Nairobi Central Ward
0710CCT,Kilimani Ward
0710CEI,Nairobi Central Ward
0710CME,Kilimani Ward
0710CNG,Karen Ward
0710DAC,Makina Ward
0710DCD,Kawangware Ward
0710EAY,Kilimani Ward
0710ELK,Nairobi West Ward
0710ELS,Karen Ward
0710EOE,Kileleshwa Ward
0710ESW,Nairobi West Ward
0710FGP,Ngando Ward
0710GID,Karen Ward
0710GKI,Mountain View Ward
0710GON,Kabiro Ward
0710GVC,Uthiru/ruthimitu Ward
0710GVN,Kilimani Ward
0710GYE,Kilimani Ward
0710HAK,Karen Ward
0710HAO,Kileleshwa Ward
0710IAA,Karen Ward
0710IEP,Kilimani Ward
0710IIH,Kilimani Ward
0710IKM,Makina Ward
0710IM&,Nairobi Central Ward
0710IMJ,Woodley/kenyatta Golf Course Ward
0710INA,Kitisuru Ward
0710INP,Kileleshwa Ward
0710IOS,Kabiro Ward
0710JPS,Karen Ward
0710JSS,Woodley/kenyatta Golf Course Ward
0710KEM,Woodley/kenyatta Golf Course Ward
0710KJS,Kilimani Ward
0710KNA,Kitisuru Ward
0710KNS,Woodley/kenyatta Golf Course Ward
0710KRD,Kilimani Ward
0710KWA,Kilimani Ward
0710KWN,Riruta Ward
0710KYJ,Kabiro Ward
0710LHB,Kileleshwa Ward
0710LIB,Kilimani Ward
0710LIV,Kilimani Ward
0710LNE,Kileleshwa Ward
0710LNN,Ngando Ward
0710MAU,Uthiru/ruthimitu Ward
0710MIH,Waithaka Ward
0710MIR,Kilimani Ward
0710MTE,Uthiru/ruthimitu Ward
0710MWA,Uthiru/ruthimitu Ward
0710MY/,Kawangware Ward
0710NAA,Kilimani Ward
0710NAL,Kilimani Ward
0710NAN,Kileleshwa Ward
0710NAQ,Kilimani Ward
0710NCU,Kileleshwa Ward
0710NEA,Kilimani Ward
0710NKT,Kilimani Ward
0710NLA,Kilimani Ward
0710NWA,Kabiro Ward
0710OAE,Kilimani Ward
0710OLS,Sarang'ombe Ward
0710OSV,Uthiru/ruthimitu Ward
0710OUK,Kileleshwa Ward
0710PBW,Kileleshwa Ward
0710PMP,Karen Ward
0710POD,Kilimani Ward
0710RAC,Kilimani Ward
0710RAR,Kileleshwa Ward
0710RAV,Mugumo-ini Ward
0710RCN,Kileleshwa Ward
0710RCS,Uthiru/ruthimitu Ward
0710RFO,Mountain View Ward
0710RII,Uthiru/ruthimitu Ward
0710RIT,Kilimani Ward
0710RJG,Uthiru/ruthimitu Ward
0710RKU,Uthiru/ruthimitu Ward
0710RLN,Mugumo-ini Ward
0710RLU,Kabiro Ward
0710RNP,Kileleshwa Ward
0710RUE,Kileleshwa Ward
0710RUP,Kileleshwa Ward
0710RYA,Mugumo-ini Ward
0710SAA,Kilimani Ward
0710SAE,Kileleshwa Ward
0710SAO,Karen Ward
0710SEL,Uthiru/ruthimitu Ward
0710SGT,Kilimani Ward
0710SH4,Kabiro Ward
0710SHO,Karen Ward
0710SIN,Kabiro Ward
0710SNI,Kilimani Ward
0710STO,Kileleshwa Ward
0710TAK,Kabiro Ward
0710TAY,Kilimani Ward
0710TLH,Kilimani Ward
0710TNA,Kilimani Ward
0710TOR,Woodley/kenyatta Golf Course Ward
0710TOS,Kabiro Ward
0710TRU,Uthiru/ruthimitu Ward
0710TSS,Karen Ward
0710TTL,Kilimani Ward
0710UKT,Uthiru/ruthimitu Ward
0710UML,Uthiru/ruthimitu Ward
0710UMS,Karen Ward
0710VAS,Karen Ward
0710VIC,Ngando Ward
0710WRE,Karen Ward
0710WSE,Ngando Ward
0710WWD,Karen Ward
0710YAA,Kilimani Ward
0710ZAR,Kilimani Ward
07113AV,Kilimani Ward
0711AAD,Kilimani Ward
0711ADA,Kileleshwa Ward
0711AGI,Kileleshwa Ward
0711AIU,Karen Ward
0711ALA,Woodley/kenyatta Golf Course Ward
0711ALT,Nairobi West Ward
0711AOE,Woodley/kenyatta Golf Course Ward
0711AON,Uthiru/ruthimitu Ward
0711ARC,Kilimani Ward
0711ARK,Kawangware Ward
0711ASS,Uthiru/ruthimitu Ward
0711ATC,Kileleshwa Ward
0711ATG,Woodley/kenyatta Golf Course Ward
0711ATM,Woodley/kenyatta Golf Course Ward
0711AUH,Waithaka Ward
0711BLB,Karen Ward
0711CAB,Kileleshwa Ward
0711CVL,Mugumo-ini Ward
0711DKI,Uthiru/ruthimitu Ward
0711DRC,Uthiru/ruthimitu Ward
0711EAA,Woodley/kenyatta Golf Course Ward
0711EAS,Mugumo-ini Ward
0711EDE,Kangemi Ward
0711EGN,Kileleshwa Ward
0711EHR,Nairobi West Ward
0711EKT,Mountain View Ward
0711EOA,Nairobi South Ward
0711EOD,Kileleshwa Ward
0711ERE,Woodley/kenyatta Golf Course Ward
0711ETH,Nairobi West Ward
0711GCP,Woodley/kenyatta Golf Course Ward
0711GTD,Uthiru/ruthimitu Ward
0711HD/,Kileleshwa Ward
0711HNT,Mountain View Ward
0711HOR,Woodley/kenyatta Golf Course Ward
0711HRT,Uthiru/ruthimitu Ward
0711IEE,Kangemi Ward
0711IGM,Uthiru/ruthimitu Ward
0711IHR,Nairobi West Ward
0711III,Kawangware Ward
0711IMP,Woodley/kenyatta Golf Course Ward
0711INI,Nairobi Central Ward
0711(IO,Mountain View Ward
0711IRI,Uthiru/ruthimitu Ward
0711ISN,Karen Ward
0711IUU,Uthiru/ruthimitu Ward
0711IWA,Karen Ward
0711JDO,Riruta Ward
0711JKR,Woodley/kenyatta Golf Course Ward
0711JOG,Karen Ward
0711KEM,Woodley/kenyatta Golf Course Ward
0711KNG,Riruta Ward
0711KNO,Karen Ward
0711KNY,Uthiru/ruthimitu Ward
0711KRG,Uthiru/ruthimitu Ward
0711KRN,Karen Ward
0711LH.,Riruta Ward
0711LIA,Woodley/kenyatta Golf Course Ward
0711LLE,Nairobi West Ward
0711LMO,Woodley/kenyatta Golf Course Ward
0711LNN,Karen Ward
0711LRI,Uthiru/ruthimitu Ward
0711LSO,Kawangware Ward
0711LTD,Kileleshwa Ward
0711MAA,Kilimani Ward
0711MAT,Waithaka Ward
0711MCP,Woodley/kenyatta Golf Course Ward
0711MET,Kileleshwa Ward
0711MGU,Uthiru/ruthimitu Ward
0711MJH,Woodley/kenyatta Golf Course Ward
0711MKP,Karen Ward
0711MLK,Riruta Ward
0711MOS,Kileleshwa Ward
0711MTE,Waithaka Ward
0711MTI,Karen Ward
0711MTL,Kilimani Ward
0711MUI,Uthiru/ruthimitu Ward
0711MUM,Nairobi West Ward
0711MUR,Uthiru/ruthimitu Ward
0711MUT,Waithaka Ward
0711MWE,Waithaka Ward
0711NAT,Woodley/kenyatta Golf Course Ward
0711NEW,Woodley/kenyatta Golf Course Ward
0711NGI,Kitisuru Ward
0711NJG,Uthiru/ruthimitu Ward
0711NKJ,Woodley/kenyatta Golf Course Ward
0711NKP,Woodley/kenyatta Golf Course Ward
0711NOB,Mountain View Ward
0711NOI,Uthiru/ruthimitu Ward
0711NRW,Uthiru/ruthimitu Ward
0711NTR,Uthiru/ruthimitu Ward
0711NUA,Kileleshwa Ward
0711OLI,Sarang'ombe Ward
0711OON,Nairobi West Ward
0711ORI,Kileleshwa Ward
0711OTP,Woodley/kenyatta Golf Course Ward
0711PFE,Kitisuru Ward
0711PST,Kilimani Ward
0711PTE,Riruta Ward
0711QUM,Nairobi West Ward
0711RCA,Kileleshwa Ward
0711REO,Uthiru/ruthimitu Ward
0711RSS,Uthiru/ruthimitu Ward
0711SEK,Uthiru/ruthimitu Ward
0711SEN,Ngando Ward
0711SGO,Riruta Ward
0711SOA,Karen Ward
0711SUN,Woodley/kenyatta Golf Course Ward
0711SUR,Mugumo-ini Ward
0711TER,Uthiru/ruthimitu Ward
0711TLE,Woodley/kenyatta Golf Course Ward
0711TTE,Woodley/kenyatta Golf Course Ward
0711UCN,Woodley/kenyatta Golf Course Ward
0711UDO,Nairobi South Ward
0711UEM,Kileleshwa Ward
0711UIS,Woodley/kenyatta Golf Course Ward
0711UKS,Uthiru/ruthimitu Ward
0711UMA,Nairobi West Ward
0711UNV,Karen Ward
0711'UO,Mountain View Ward
0711UUA,Uthiru/ruthimitu Ward
0711VWO,Ngando Ward
0711WAK,Uthiru/ruthimitu Ward
0711WAS,Kileleshwa Ward
0711WDC,Karen Ward
