stop_id,ward
0211NRD,Karura Ward
0211NUK,Ngara Ward Ward
0211NYS,Roysambu Ward
0211ODO,Karura Ward
0211/OE,Ngara Ward Ward
0211OEO,Kariobangi North Ward
0211OIN,Ruai Ward
0211OOD,Kasarani Ward
0211OOU,Zimmerman Ward
0211OSL,Roysambu Ward
0211OTL,Kahawa West
0211PCA,Karura Ward
0211PIO,Ngara Ward Ward
0211POA,Roysambu Ward
0211POL,Utalii Ward
0211PSE,Babandogo
0211RIA,Babandogo
0211RIT,Karura Ward
0211RMT,Kasarani Ward
0211RMU,Karura Ward
0211RNE,Roysambu Ward
0211RSB,Kasarani Ward
0211RUI,Kahawa West
0211S5K,Embakasi Ward
0211SAA,Roysambu Ward
0211SEB,Embakasi Ward
0211SEO,Ruai Ward
0211SEW,Kahawa West
0211SHM,Babandogo
0211SHP,Roysambu Ward
0211SHR,Zimmerman Ward
0211SLR,Mihango Ward
0211SMC,Lucky Summer Ward
0211SOW,Kahawa West
0211SRK,Nairobi Central Ward
0211SSN,Kasarani Ward
0211STD,Roysambu Ward
0211STM,Clay City
0211SYT,Embakasi Ward
0211TAI,Roysambu Ward
0211TAM,Pipeline Ward
0211TGA,Karura Ward
0211TIG,Zimmerman Ward
0211TIR,Zimmerman Ward
0211TMQ,Kahawa West
0211TND,Roysambu Ward
0211TOA,Ruai Ward
0211TOR,Roysambu Ward
0211UNN,Zimmerman Ward
0211UNR,Ruai Ward
0211USG,Mihango Ward
0211USM,Ngara Ward Ward
0211UUN,Kahawa West
0211VIN,Zimmerman Ward
0211VSI,Babandogo
0211VSR,Utalii Ward
0211WAK,Kahawa West
0211WKN,Kahawa West
0211WOK,Kahawa West
0211WSR,Zimmerman Ward
0211WTH,Ruai Ward
0211XLE,Babandogo
0211YMY,Eastleigh North Ward
0211YTA,Karura Ward
0211YTC,Mwiki Ward
0212APT,Babandogo
0212BST,Nairobi Central Ward
0212DDT,Nairobi Central Ward
0212GBT,Pumwani Ward
0212GRD,Nairobi Central Ward
0212GTP,Githurai Ward
0212KRT,Nairobi Central Ward
0212KUS,Nairobi Central Ward
0212NGS,Nairobi Central Ward
0212RSY,Kasarani Ward
0212RUS,Karura Ward
0212SNT,Nairobi Central Ward
0212TKT,Nairobi Central Ward
0213BDT,Babandogo
0213DRD,Karura Ward
0213GGD,Karura Ward
0213GHD,Githurai Ward
0213KHO,Karura Ward
0213LUD,Lucky Summer Ward
0213MAT,Utalii Ward
0213MKU,Kahawa West
0213MRY,Kahawa West
0213NGB,Kasarani Ward
0213PGG,Clay City
0213RNS,Kiamaiko Ward
0213STG,Mwiki Ward
0213TKD,Ruai Ward
0213TMA,Karura Ward
0213WTD,Parklands/highridge Ward
0300AHE,Komarock Ward
0300AIA,Ziwani/kariokor
0300AOK,Ruai Ward
0300AOU,Njiru Ward
0300AYM,Komarock Ward
0300BAS,Airbase Ward
0300BCM,Eastleigh North Ward
0300BPS,Dandora Area Ii Ward
0300DSC,Dandora Area Ii Ward
0300E2S,Komarock Ward
0300ENG,Pumwani Ward
0300EQT,Ngara Ward Ward
0300FM,Pangani Ward
0300FTY,Dandora Area Ii Ward
0300GER,Komarock Ward
0300GHT,Komarock Ward
0300IDA,Pangani Ward
0300JAS,Kiamaiko Ward
0300KAR,Ziwani/kariokor
0300KRE,Ziwani/kariokor
0300KRG,Kiamaiko Ward
0300LSE,Njiru Ward
0300MAA,Pangani Ward
0300MAR,Kayole Central Ward
0300MF,Pangani Ward
0300MIA,Upper Savanna Ward
0300MLG,Pangani Ward
0300MSB,Njiru Ward
0300MUT,Kariobangi South Ward
0300NFI,Komarock Ward
0300NGE,Ngara Ward Ward
0300NME,Dandora Area Iii Ward
0300NRG,Mlango Kubwa
0300OBI,Airbase Ward
0300OLE,Njiru Ward
0300OPE,Airbase Ward
0300PST,Ngara Ward Ward
0300R0D,Komarock Ward
0300RND,Kiamaiko Ward
0300SAU,Kiamaiko Ward
0300UIH,Kiamaiko Ward
0300UJT,Komarock Ward
0300UNE,Kayole North Ward
0300ZII,Ziwani/kariokor
0300ZIN,Ziwani/kariokor
0300ZWN,Ziwani/kariokor
03014HM,Komarock Ward
0301ACC,Dandora Area Ii Ward
0301AIC,Dandora Area Ii Ward
0301AIZ,Ziwani/kariokor
0301ALB,Mlango Kubwa
0301ASN,Umoja I Ward
0301ASP,Dandora Area Iii Ward
0301AUN,Dandora Area I Ward
0301AWB,Dandora Area I Ward
0301BAS,Ngei Ward
0301BHS,Mabatini Ward
0301EGG,Kariobangi South Ward
0301FLT,Ngei Ward
0301FM,Pangani Ward
0301GEE,Eastleigh North Ward
0301ICH,Airbase Ward
0301IDB,Kariobangi South Ward
0301III,Ziwani/kariokor
0301IRA,Ziwani/kariokor
0301JUN,Njiru Ward
0301KDC,Ziwani/kariokor
0301KMB,Mlango Kubwa
0301LJH,Komarock Ward
0301LLS,Njiru Ward
0301MAP,Mlango Kubwa
0301MBK,Mlango Kubwa
0301MBP,Pangani Ward
0301MF,Pangani Ward
0301MJA,Mabatini Ward
0301MLG,Pangani Ward
0301MOH,Dandora Area Ii Ward
0301MSB,Njiru Ward
0301MTS,Kiamaiko Ward
0301MYA,Mowlem Ward
0301NGE,Ngara Ward Ward
0301NUN,Njiru Ward
0301OIO,Dandora Area Ii Ward
0301OSK,Komarock Ward
0301PST,Ngara Ward Ward
0301RDR,Kariobangi North Ward
0301ROD,Komarock Ward
0301/RR,Eastleigh North Ward
0301SNT,Mlango Kubwa
0301.ST,Ruai Ward
0301TAO,Kariobangi South Ward
0301TOT,Ngara Ward Ward
0301TTS,Mlango Kubwa
0301TUJ,Airbase Ward
0301URE,Njiru Ward
0301WAI,Ziwani/kariokor
0301WTE,Njiru Ward
0301YAM,Kariobangi South Ward
0302RND,Kiamaiko Ward
0303GKM,Pumwani Ward
0303KND,Kayole Central Ward
0303KRG,Kiamaiko Ward
0303KST,Kiamaiko Ward
0303PGT,Pangani Ward
03106SE,Dandora Area I Ward
0310AAA,Eastleigh North Ward
0310ACC,Dandora Area Ii Ward
0310ADA,Ruai Ward
0310AE.,Eastleigh North Ward
0310AEA,Eastleigh North Ward
0310AMB,Pangani Ward
0310ANS,Umoja Ii Ward
0310BAO,Kariobangi South Ward
0310BH,Airbase Ward
0310CHF,Airbase Ward
0310DUN,Dandora Area Ii Ward
0310EAS,Eastleigh North Ward
0310ENA,Dandora Area Iii Ward
0310EQT,Dandora Area Ii Ward
0310FLT,Airbase Ward
0310FRC,Airbase Ward
0310GEG,California Ward
0310GTR,Komarock Ward
0310HAA,Kiamaiko Ward
0310IES,Dandora Area I Ward
0310IKE,Ngara Ward Ward
0310IKK,Ziwani/kariokor
0310JAK,Nairobi Central Ward
0310JAY,Airbase Ward
0310JMT,Umoja Ii Ward
0310JNH,Airbase Ward
0310JST,Kiamaiko Ward
0310JUN,Njiru Ward
0310LBW,Airbase Ward
0310LMH,Upper Savanna Ward
0310MBO,Mowlem Ward
0310MPP,Njiru Ward
0310MSB,Njiru Ward
0310NPI,Upper Savanna Ward
0310OGP,Mowlem Ward
0310OSO,Korogocho Ward
0310OYT,Airbase Ward
0310PGG,Pangani Ward
0310PGP,Ngara Ward Ward
0310PHI,Airbase Ward
0310PSE,Komarock Ward
0310RIS,Kariobangi South Ward
0310SEN,Kariobangi South Ward
0310SKA,Njiru Ward
0310SNT,Eastleigh North Ward
0310STP,Dandora Area Iii Ward
0310TAO,Airbase Ward
0310TEN,Airbase Ward
0310TOE,Kariobangi South Ward
0310TON,Njiru Ward
0310TOT,Dandora Area Ii Ward
0310TUA,Kayole South Ward
0310UYU,Airbase Ward
0310WSJ,Airbase Ward
0310YAO,Eastleigh North Ward
0311AG1,Dandora Area Iii Ward
0311AGP,Mabatini Ward
0311ASV,Kayole Central Ward
0311AUL,Airbase Ward
0311BAO,Kariobangi South Ward
0311BET,Dandora Area Iii Ward
0311CHF,Airbase Ward
0311CIN,Dandora Area Ii Ward
0311DIZ,Dandora Area Ii Ward
0311DTB,Komarock Ward
0311ENA,Komarock Ward
0311EPC,Komarock Ward
0311ESL,Ruai Ward
0311FOR,Airbase Ward
0311FTY,Dandora Area Iii Ward
0311GAM,Komarock Ward
0311GHS,Eastleigh North Ward
0311GIO,Dandora Area Ii Ward
0311INP,Karura Ward
0311ION,Ngei Ward
0311ISN,Komarock Ward
0311JOD,Njiru Ward
0311JSG,Ngei Ward
0311JUA,Dandora Area Iii Ward
0311KAR,Ngara Ward Ward
0311KEW,Mlango Kubwa
0311MAI,Dandora Area Ii Ward
0311MAN,Mlango Kubwa
0311MBS,Komarock Ward
0311MNA,Airbase Ward
0311NJO,Kiamaiko Ward
0311NNE,Dandora Area Ii Ward
0311NNU,Ngara Ward Ward
0311OTG,Njiru Ward
0311PGG,Pangani Ward
0311PGP,Ngara Ward Ward
0311PQZ,Komarock Ward
0311PSE,Komarock Ward
0311.RE,Mlango Kubwa
0311RIS,Dandora Area I Ward
0311RSA,Ruai Ward
0311RTO,Komarock Ward
0311SAN,Komarock Ward
0311SAS,Airbase Ward
0311SBE,Komarock Ward
0311SEN,Kariobangi South Ward
0311SOK,Korogocho Ward
0311TEN,Mabatini Ward
0311THY,Airbase Ward
0311TON,Njiru Ward
0311TOT,Kariobangi South Ward
0311WAK,Ruai Ward
0311WMI,Eastleigh North Ward
0312BSK,Nairobi Central Ward
0312EST,Airbase Ward
0312GKM,Pumwani Ward
0312NGR,Ngara Ward Ward
0312SOK,Korogocho Ward
0313DDS,Dandora Area Iii Ward
0313EST,Eastleigh North Ward
0313JST,Kiamaiko Ward
0313RND,Kiamaiko Ward
04001ES,Komarock Ward
04001LV,Umoja Ii Ward
040056_,Kariobangi South Ward
0400AAS,Maringo/hamza Ward
0400ACS,Njiru Ward
0400AFP,Lower Savanna Ward
0400ALF,Komarock Ward
0400AOS,Landimawe Ward
0400AP1,Pipeline Ward
0400AP2,Pipeline Ward
0400ARR,Umoja I Ward
0400.AS,Landimawe Ward
0400AZS,Kayole South Ward
0400BDC,Maringo/hamza Ward
0400BEC,Upper Savanna Ward
0400BER,Umoja Ii Ward
0400BFA,Harambee Ward
0400BFR,Eastleigh South Ward
0400BHC,Maringo/hamza Ward
0400BKB,Harambee Ward
0400BNB,Imara Daima Ward
0400BPS,Harambee Ward
0400BRB,Harambee Ward
0400BSA,Landimawe Ward
0400CBN,South C Ward
0400CHK,Mihango Ward
0400CIN,Nairobi Central Ward
0400CKC,Umoja I Ward
0400CKW,Makongeni Ward
0400CLT,Viwandani Ward
0400CLX,Umoja I Ward
0400CMT,Pipeline Ward
0400CNK,Mwiki Ward
0400CNR,Kariobangi South Ward
0400CNT,Pipeline Ward
0400CRN,Landimawe Ward
0400CRS,Viwandani Ward
0400CST,Umoja Ii Ward
0400CSV,Kariobangi South Ward
0400CTB,Nairobi Central Ward
0400CTE,Umoja I Ward
0400CWN,Landimawe Ward
0400DAA,Nairobi South Ward
0400DC,Makongeni Ward
0400DNB,Viwandani Ward
0400DNE,Ruai Ward
0400DSP,Kariobangi South Ward
0400EAM,Dandora Area Ii Ward
0400EES,South C Ward
0400EIH,Umoja Ii Ward
0400ELO,Makongeni Ward
0400ENA,Komarock Ward
0400EPA,Lower Savanna Ward
0400ERE,Komarock Ward
0400ESH,Komarock Ward
0400EST,Umoja I Ward
0400ETR,Umoja Ii Ward
0400EUL,Ruai Ward
0400EXP,Landimawe Ward
0400FAH,Pipeline Ward
0400FDA,Pipeline Ward
0400FDE,Utawala Ward
0400FDS,Maringo/hamza Ward
0400FNN,Kariobangi South Ward
0400FSX,Kariobangi South Ward
0400GAM,Pipeline Ward
0400GAO,Viwandani Ward
0400GGE,Harambee Ward
0400GMT,Nairobi South Ward
0400GNS,Lower Savanna Ward
0400GPM,Umoja I Ward
0400GRS,Umoja Ii Ward
0400HAJ,Komarock Ward
0400HAW,Lower Savanna Ward
0400HCC,Nairobi South Ward
0400HDH,Maringo/hamza Ward
0400H/M,Imara Daima Ward
0400HMN,Kariobangi South Ward
0400HNB,Umoja I Ward
0400HRB,Harambee Ward
0400HRS,Lower Savanna Ward
0400HRU,Makongeni Ward
0400IAC,Nairobi Central Ward
0400IAK,Utawala Ward
0400IBO,Harambee Ward
0400IEA,Ruai Ward
0400IGM,Kariobangi South Ward
0400IIA,Makongeni Ward
0400ILC,Kariobangi South Ward
0400IND,Landimawe Ward
0400INR,Harambee Ward
0400IOI,Kayole South Ward
0400IOR,South C Ward
0400IRJ,Njiru Ward
0400IWK,Komarock Ward
0400JMC,Umoja Ii Ward
0400JNC,Kayole North Ward
0400JNT,Umoja I Ward
0400JNV,Maringo/hamza Ward
0400JSC,Maringo/hamza Ward
0400JSF,Viwandani Ward
0400JSK,Umoja Ii Ward
0400KAG,Maringo/hamza Ward
0400KBE,Mwiki Ward
0400KBL,Kwa Njenga Ward
0400KCB,Kariobangi North Ward
0400KCU,Umoja I Ward
0400KDO,Kayole South Ward
0400KFW,Kariobangi South Ward
0400KHE,Kariobangi South Ward
0400KIN,Utawala Ward
0400KMJ,Komarock Ward
0400KMK,Kahawa West
0400KNA,Umoja Ii Ward
0400KNP,Viwandani Ward
0400KNS,Kayole Central Ward
0400KOI,Kayole South Ward
0400KON,Kayole North Ward
0400KOT,Maringo/hamza Ward
0400KPS,Kayole North Ward
0400KRT,Viwandani Ward
0400KRY,Kahawa West
0400KSD,Lower Savanna Ward
0400KSP,Kariobangi South Ward
0400KTA,Makongeni Ward
0400KTN,Pipeline Ward
0400KWA,Landimawe Ward
0400KWC,Umoja I Ward
0400KWR,Pipeline Ward
0400KYB,Landimawe Ward
0400KYJ,Komarock Ward
0400LBM,South C Ward
0400LET,Mihango Ward
0400LKN,Makongeni Ward
0400LLE,South C Ward
0400LNC,Nairobi South Ward
0400LRA,Mihango Ward
0400LTM,Makongeni Ward
0400MAE,Landimawe Ward
0400MAJ,Umoja Ii Ward
0400MCW,Umoja Ii Ward
0400MIU,Ruai Ward
0400MKG,Makongeni Ward
0400MLA,Viwandani Ward
0400MLH,Umoja I Ward
0400MNL,Harambee Ward
0400MRA,Kayole Central Ward
0400MRS,Lower Savanna Ward
0400MRT,Umoja Ii Ward
0400MSB,Komarock Ward
0400MTK,Mwiki Ward
0400MTP,Harambee Ward
0400MTW,Harambee Ward
0400MYC,Komarock Ward
0400MYK,Kariobangi South Ward
0400MZW,Makongeni Ward
0400N10,Maringo/hamza Ward
0400NCC,Nairobi Central Ward
0400NKN,Nairobi West Ward
0400NLI,Kayole Central Ward
0400NOI,Landimawe Ward
0400NPC,Maringo/hamza Ward
0400NYD,Kayole South Ward
0400NYV,Kayole South Ward
0400OLC,Njiru Ward
0400ONA,Viwandani Ward
0400ONT,Mwiki Ward
0400OOJ,Umoja I Ward
0400OPS,Dandora Area Iii Ward
0400OSO,Kariobangi South Ward
0400PCK,Umoja I Ward
0400PCL,Utawala Ward
0400PES,Harambee Ward
0400PFS,Harambee Ward
0400PH5,Lower Savanna Ward
0400PIO,Kariobangi South Ward
0400PMR,Kayole South Ward
0400POS,Kayole North Ward
0400PPL,Pipeline Ward
0400PS1,Maringo/hamza Ward
0400PSG,Harambee Ward
0400PSM,Harambee Ward
0400PST,Upper Savanna Ward
0400PTC,Viwandani Ward
0400QPM,Mihango Ward
0400QTY,Landimawe Ward
0400RAH,Kayole South Ward
0400RAU,Airbase Ward
0400RBA,Landimawe Ward
0400RCK,Kayole Central Ward
0400RDA,Utawala Ward
0400REN,Komarock Ward
0400RND,Komarock Ward
0400ROA,Nairobi South Ward
0400ROD,Kariobangi South Ward
0400ROU,Kariobangi South Ward
0400RPY,Viwandani Ward
0400RST,Kayole Central Ward
0400RUU,South C Ward
0400S3B,Komarock Ward
0400SBA,Kayole Central Ward
0400SET,Komarock Ward
0400SFD,Nairobi South Ward
0400SIX,Kariobangi South Ward
0400SKJ,Komarock Ward
0400SLA,Umoja Ii Ward
0400SNC,Eastleigh South Ward
0400SNG,Umoja Ii Ward
0400SOS,Upper Savanna Ward
0400SP1,Komarock Ward
0400SPE,Kahawa West
0400SRY,Lower Savanna Ward
0400STG,Pipeline Ward
0400STL,Umoja Ii Ward
0400SUR,Upper Savanna Ward
0400SVN,Lower Savanna Ward
0400SWT,Kayole South Ward
0400TAT,Kariobangi South Ward
0400TIU,Kariobangi South Ward
0400TJR,Viwandani Ward
0400TLA,Viwandani Ward
0400TLS,Njiru Ward
0400TMI,Pipeline Ward
0400TMN,Lower Savanna Ward
0400TMW,Harambee Ward
0400TNJ,Dandora Area Iii Ward
0400TOO,Harambee Ward
0400TPK,Viwandani Ward
0400TRN,Pipeline Ward
0400TSA,Pipeline Ward
0400TSH,Kayole Central Ward
0400TSK,Lower Savanna Ward
0400TSX,Dandora Area I Ward
0400TTP,Kariobangi South Ward
0400TUI,South C Ward
0400TUY,Viwandani Ward
0400TYO,Umoja Ii Ward
0400UAU,Viwandani Ward
0400UCB,Harambee Ward
0400UFD,Harambee Ward
0400UJJ,Umoja I Ward
0400UJN,Harambee Ward
0400UJR,Makongeni Ward
0400UM1,Umoja I Ward
0400UM2,Umoja Ii Ward
0400UMA,Umoja I Ward
0400UMD,Umoja I Ward
0400UMJ,Umoja I Ward
0400UMM,Umoja I Ward
0400UMP,Umoja I Ward
0400UOJ,Mowlem Ward
0400URH,Nairobi Central Ward
0400USM,Upper Savanna Ward
0400USS,Harambee Ward
0400VAN,Maringo/hamza Ward
0400VNA,Landimawe Ward
0400VPK,Komarock Ward
0400VSP,Umoja I Ward
0400WKM,Ruai Ward
0400YAA,Kariobangi South Ward
0400ZAH,Viwandani Ward
04011EP,Komarock Ward
0401AAN,Maringo/hamza Ward
0401ABL,Makongeni Ward
0401ADI,Dandora Area Ii Ward
0401AIM,Ruai Ward
0401AIN,Kiamaiko Ward
0401ALL,Komarock Ward
0401AMA,Maringo/hamza Ward
0401AMB,Mowlem Ward
0401AMG,Maringo/hamza Ward
0401ANE,Umoja Ii Ward
0401ANK,Pumwani Ward
0401ANO,Pumwani Ward
0401ARA,Kayole Central Ward
0401ATN,Umoja Ii Ward
0401BCK,Kiamaiko Ward
0401BDG,Harambee Ward
0401BEC,Upper Savanna Ward
0401BEN,Komarock Ward
0401BFR,California Ward
0401BKC,Kiamaiko Ward
0401BLK,Utawala Ward
0401BMP,Komarock Ward
0401BPF,Maringo/hamza Ward
0401BPH,Harambee Ward
0401BPR,Harambee Ward
0401BPS,Maringo/hamza Ward
0401BRG,Harambee Ward
0401BSA,Landimawe Ward
0401BSR,Kayole Central Ward
0401CAS,Mowlem Ward
0401CEX,Imara Daima Ward
0401CHK,Ruai Ward
0401CLT,Lower Savanna Ward
0401CLV,Kayole North Ward
0401CLX,Mowlem Ward
0401CMT,Utawala Ward
0401CNI,Maringo/hamza Ward
0401CNK,Mwiki Ward
0401CRS,Viwandani Ward
0401CVS,Kariobangi South Ward
0401CVT,Harambee Ward
0401CWS,Utawala Ward
0401DAA,Imara Daima Ward
0401DAR,Landimawe Ward
0401DC,Maringo/hamza Ward
0401DHC,Utawala Ward
0401DNE,Ruai Ward
0401DOA,Viwandani Ward
0401DPG,Umoja Ii Ward
0401DSL,Kayole Central Ward
0401ECM,Dandora Area Ii Ward
0401EDN,Komarock Ward
0401ENJ,Maringo/hamza Ward
0401EOJ,Pipeline Ward
0401EPA,Lower Savanna Ward
0401EQM,Upper Savanna Ward
0401ESN,Dandora Area Ii Ward
0401EYT,Kiamaiko Ward
0401FDA,Utawala Ward
0401FDE,Utawala Ward
0401FDJ,Utawala Ward
0401FDS,Maringo/hamza Ward
0401FLC,Imara Daima Ward
0401FNN,Kariobangi South Ward
0401FPL,Mowlem Ward
0401GEA,Harambee Ward
0401GEE,Umoja I Ward
0401GKC,Kayole Central Ward
0401GM,Imara Daima Ward
0401GMA,Umoja Ii Ward
0401GNF,Lower Savanna Ward
0401GSE,Lower Savanna Ward
0401HBN,Ruai Ward
0401HDH,Maringo/hamza Ward
0401HHH,Umoja I Ward
0401HIO,Imara Daima Ward
0401HLL,Nairobi South Ward
0401HMB,Landimawe Ward
0401HMT,Utawala Ward
0401HOD,Harambee Ward
0401HPE,Harambee Ward
0401HRB,Harambee Ward
0401HRC,Mowlem Ward
0401HRS,Lower Savanna Ward
0401HSU,Harambee Ward
0401HUJ,Harambee Ward
0401IDO,Landimawe Ward
0401IEK,Kariobangi South Ward
0401IFA,Komarock Ward
0401IFB,Komarock Ward
0401ILE,Lower Savanna Ward
0401IND,Landimawe Ward
0401IVA,Maringo/hamza Ward
0401IYU,Kiamaiko Ward
0401JCN,Lower Savanna Ward
0401JCY,Utawala Ward
0401JEN,Umoja Ii Ward
0401JNT,Umoja I Ward
0401JTA,Pipeline Ward
0401JUC,Harambee Ward
0401JUN,Kayole South Ward
0401KAU,Umoja I Ward
0401KBE,Mwiki Ward
0401KBU,Harambee Ward
0401KCC,Mowlem Ward
0401KCF,Umoja I Ward
0401KCT,Harambee Ward
0401KDO,Kayole South Ward
0401KIE,Viwandani Ward
0401KMJ,Mowlem Ward
0401KMK,Kahawa West
0401KNA,Nairobi South Ward
0401KNB,Harambee Ward
0401KNL,Harambee Ward
0401KNM,Kayole North Ward
0401KNS,Komarock Ward
0401KOB,Kariobangi South Ward
0401KOJ,Komarock Ward
0401KON,Kayole North Ward
0401KOT,Maringo/hamza Ward
0401KRY,Kahawa West
0401KSD,Lower Savanna Ward
0401KSR,Umoja I Ward
0401KST,Maringo/hamza Ward
0401KTN,Pipeline Ward
0401KWR,Utawala Ward
0401KYJ,Matopeni/spring Valley Ward
0401LEP,Utawala Ward
0401LEU,Ruai Ward
0401LHS,Harambee Ward
0401LUM,Maringo/hamza Ward
0401M,Umoja Ii Ward
0401MAA,Umoja Ii Ward
0401MAM,Viwandani Ward
0401MBA,Kayole South Ward
0401MBC,Komarock Ward
0401MEA,Upper Savanna Ward
0401MHN,Kayole North Ward
0401MKB,Maringo/hamza Ward
0401MKC,Komarock Ward
0401MLD,Utawala Ward
0401MLH,Mowlem Ward
0401MPC,Komarock Ward
0401MPS,Maringo/hamza Ward
0401MRA,Kayole Central Ward
0401MRJ,Umoja Ii Ward
0401MRR,Umoja Ii Ward
0401MSB,Upper Savanna Ward
0401MSC,Komarock Ward
0401MTK,Mwiki Ward
0401MTP,Harambee Ward
0401MVC,Komarock Ward
0401MWS,Harambee Ward
0401MYA,Mowlem Ward
0401MYJ,Lower Savanna Ward
0401N10,Maringo/hamza Ward
0401NAS,Embakasi Ward
0401NAT,Upper Savanna Ward
0401NBP,Harambee Ward
0401NCK,Maringo/hamza Ward
0401NMA,Lower Savanna Ward
0401NPC,Maringo/hamza Ward
0401NTR,Kayole Central Ward
0401NYD,Kayole South Ward
0401NYR,Kayole North Ward
0401NYV,Komarock Ward
0401ODI,Viwandani Ward
0401ODO,Imara Daima Ward
0401OGS,Maringo/hamza Ward
0401OHS,Nairobi South Ward
0401OIL,Nairobi South Ward
0401OLJ,Umoja I Ward
0401ONH,Harambee Ward
0401ONT,Mwiki Ward
0401ONY,Airbase Ward
0401ORC,Kayole South Ward
0401OTM,Komarock Ward
0401P1M,Komarock Ward
0401P3B,Komarock Ward
0401PCE,Kayole Central Ward
0401PCK,Umoja I Ward
0401PD1,Embakasi Ward
0401PDO,Embakasi Ward
0401PLB,Umoja I Ward
0401PMR,Kayole South Ward
0401PNR,Harambee Ward
0401POS,Kayole South Ward
0401PPL,Utawala Ward
0401PS1,Maringo/hamza Ward
0401PS4,Komarock Ward
0401PSN,Landimawe Ward
0401QTY,Landimawe Ward
0401RCK,Komarock Ward
0401RDA,Dandora Area Ii Ward
0401RKN,Pumwani Ward
0401ROA,Imara Daima Ward
0401ROK,Kayole Central Ward
0401RPL,Harambee Ward
0401RSE,Upper Savanna Ward
0401RWE,Njiru Ward
0401S1S,Harambee Ward
0401S3B,Komarock Ward
0401SAQ,Viwandani Ward
0401SBA,Kayole Central Ward
0401SDA,Pumwani Ward
0401SEE,Nairobi South Ward
0401SHL,Viwandani Ward
0401SIX,Kariobangi South Ward
0401SLT,Landimawe Ward
0401SMJ,Umoja I Ward
0401SNI,Viwandani Ward
0401SOS,Harambee Ward
0401SOY,Umoja Ii Ward
0401SPE,Kahawa West
0401SPL,Mowlem Ward
0401SPN,Pipeline Ward
0401STG,Utawala Ward
0401SVN,Lower Savanna Ward
0401SWM,Kayole North Ward
0401SWT,Kayole South Ward
0401TAL,Landimawe Ward
0401TEU,Harambee Ward
0401TGS,Lower Savanna Ward
0401TIT,Nairobi South Ward
0401TKY,Ruai Ward
0401TLT,Harambee Ward
0401TMI,Utawala Ward
0401TNS,Embakasi Ward
0401TPK,Viwandani Ward
0401TQU,Harambee Ward
0401TRN,Pipeline Ward
0401TSX,Kariobangi South Ward
0401TTL,Harambee Ward
0401TUI,Njiru Ward
0401TUY,Viwandani Ward
0401TYI,Dandora Area Ii Ward
0401UCB,Harambee Ward
0401UES,Upper Savanna Ward
0401UJJ,Umoja I Ward
0401UJR,Maringo/hamza Ward
0401UM1,Umoja I Ward
0401UM2,Umoja I Ward
0401UM3,Mowlem Ward
0401UMD,Umoja I Ward
0401UMJ,Harambee Ward
0401UMM,Umoja Ii Ward
0401UOU,Maringo/hamza Ward
0401UPS,Harambee Ward
0401-UR,Viwandani Ward
0401USC,Harambee Ward
0401VWA,Viwandani Ward
0401VWP,Komarock Ward
0401.WD,Maringo/hamza Ward
0401WIA,Mowlem Ward
0401WKM,Ruai Ward
0401YKA,Harambee Ward
0401YMK,Harambee Ward
0402AQN,Maringo/hamza Ward
0402CLT,Lower Savanna Ward
0402CTY,Makongeni Ward
0402DON,Viwandani Ward
0402KY1,Kayole North Ward
0402LDR,Nairobi Central Ward
0402MLY,Komarock Ward
0402MWH,Maringo/hamza Ward
0402RAU,Kariobangi North Ward
0403BNG,Kariobangi North Ward
0403DMS,Viwandani Ward
0403DSL,Kayole Central Ward
0403GMW,Nairobi South Ward
0403INC,Umoja Ii Ward
0403JCN,Lower Savanna Ward
0403JOS,Eastleigh South Ward
0403KBL,Pipeline Ward
0403KSE,Kariobangi South Ward
0403KY1,Kayole North Ward
0403LMS,Harambee Ward
0403MKC,Komarock Ward
0403MKI,Mwiki Ward
0403MTW,Harambee Ward
0403MWF,Utawala Ward
0403NYO,Landimawe Ward
0403QKM,Ruai Ward
0403RAU,Kariobangi North Ward
0403RDA,Utawala Ward
0403SKJ,Njiru Ward
0403UM2,Umoja I Ward
040HHH,Umoja I Ward
040PLB,Umoja I Ward
0410AAA,Umoja Ii Ward
0410AAL,South C Ward
0410ABT,Pipeline Ward
0410ADA,South C Ward
0410AG2,Maringo/hamza Ward
0410AKO,Komarock Ward
0410AMW,Makongeni Ward
0410ANA,Kayole South Ward
0410ANN,Umoja Ii Ward
0410AOC,Embakasi Ward
0410API,Kayole South Ward
0410APT,Embakasi Ward
0410AQA,Upper Savanna Ward
0410ARA,Umoja Ii Ward
0410ARL,South C Ward
0410ARN,Nairobi Central Ward
0410ASE,South C Ward
0410ASN,Komarock Ward
0410AWC,Umoja Ii Ward
0410BAT,Landimawe Ward
0410BBP,Harambee Ward
0410BDN,Harambee Ward
0410BEN,Lower Savanna Ward
0410BHS,Maringo/hamza Ward
0410B/M,South C Ward
0410BPF,Maringo/hamza Ward
0410BPS,Ruai Ward
0410BRG,Harambee Ward
0410CCR,Makongeni Ward
0410CEX,Nairobi South Ward
0410CGR,Landimawe Ward
0410CJA,Harambee Ward
0410CMH,Maringo/hamza Ward
0410COM,Landimawe Ward
0410CPK,Umoja I Ward
0410CRN,Umoja I Ward
0410CST,Makongeni Ward
0410CUS,Harambee Ward
0410CUT,Harambee Ward
0410DCJ,Maringo/hamza Ward
0410DNB,Viwandani Ward
0410DNR,Harambee Ward
0410DPI,Dandora Area Iii Ward
0410DTB,Landimawe Ward
