stop_id,lat,lon,ward,is_existing_stop,nearest_node_degree,is_intersection,road_type,distance_to_major_road,distance_to_nearest_stop,distance_to_2nd_nearest,distance_to_3rd_nearest,avg_spacing_3_nearest,spacing_regularity,stops_within_500m,stops_within_1km,stop_density_1km,pop_density_500m,pop_not_served_nearby,poverty_rate_weighted_pop,route_count_serving,trips_per_day,trips_per_hour_peak,trips_per_hour_offpeak,avg_headway_minutes,service_span_hours,routes_within_500m,avg_speed_daily,avg_speed_peak,avg_speed_offpeak,congestion_pct_daily,congestion_pct_peak,trip_count_daily,trip_count_peak,demand_variability_cv,dominant_congestion_level,ward_pct_access,ward_population,ward_pop_density,ward_poverty_rate,ward_pop_not_served,is_benchmark_ward,ward_service_per_capita,ward_category,distance_to_cbd,coverage_efficiency_nearby,demand_supply_ratio,network_accessibility,equity_score,is_good_stop,pop_within_200m,pop_within_500m,pop_within_1km
0013ALS,-1.244951,36.867888,Babandogo,True,3,True,primary_link,75.02313291316895,24.617149169284676,25.584499927971066,33.63606395426047,27.9459043505054,4.042885035032722,18,50,15.915494309189533,62364.75,2050,5436.908772292252,0,0,0.0,0,,0,15,,,,,,,,,,95.26260026032786,144280.94162179087,62364.75,11.1,6835.0,True,2.716921553142927,well_served,7.279692698825651,1.8678941227515267,33639.0,0.03946167284932204,11145662.983199118,1,5982.0,33639,142003
0014KRA,-1.262408,36.879051,Kariobangi North Ward,True,3,True,secondary,30.74435111345562,33.69905888841332,35.479804793396475,41.37756391681975,36.85214253287651,3.2814979324709435,30,107,34.0591578216656,58836.51,0,3465.75651710367,0,0,0.0,0,,0,13,,,,,,,,,,99.99999999999984,64689.6208079953,58836.51,7.5,0.0,True,2.7412949885681797,well_served,7.375225041416028,0.9259259259259245,48623.0,0.09450500308788408,0.0,1,7913.0,48623,209183
010044G,-1.195514202,36.9026953,Kahawa,True,6,True,residential,25.36224666585398,13.953365420629165,265.2848327147251,369.21028311328934,216.14949374954787,149.13658291096684,5,7,2.228169203286535,23857.24,9936,2342.1790599665173,1,1,0.125,0,1440.0,0,1,,,,,,,,,,50.06246135533196,66325.31993700916,23857.24,12.5,33121.0,False,0.9850436212804108,underserved,13.873208059754687,6.257807669416495,8094.0,0.2275982042066078,23271891.139827315,0,2811.0,16188,64005
0100AAA,-1.206232309,36.79068089,Karura Ward,True,6,True,primary,241.09410498946022,242.23122786480118,417.44513537232143,427.65546407776264,362.4439424382951,85.10536709246378,9,38,12.095775674984045,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,9.389085914453089,1.3215514977093188,1220.5,0.024783750931321583,9934163.707404278,0,447.0,2441,8223
0100AAE,-1.26177,36.82218,Parklands/highridge Ward,True,6,True,unclassified,349.78148895670415,6.751866408379465,62.24913252351447,68.11733295005507,45.70611062731634,27.64879504382238,25,49,15.597184423005743,8509.21,412,1196.2781051674128,1,1,0.125,0,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,8509.21,17.9,1376.0,True,31.641670756902815,well_served,2.794125264811557,1.96046083729207,3149.5,0.017104665408215314,492866.57932897407,1,1067.0,6299,22033
0100ACP,-1.184212893,36.90751523,Kahawa West,True,6,True,primary,14.966840640247058,186.57266390490798,223.13908823153253,473.1821575105235,294.2979698823213,127.3680762843397,4,6,1.909859317102744,4131.65,11984,405.62379022513335,1,1,0.125,0,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,4131.65,12.5,39949.0,False,4.229477274907536,severely_underserved,15.163030600814514,4.338944524944206,3850.5,0.37577878649806334,4860995.502057998,0,539.0,7701,36546
0100AEI,-1.225512028,36.78804159,Karura Ward,True,3,True,secondary,24.02082011492783,32.12785980423918,232.27417389402996,271.91147222645077,178.77116864157333,104.94752299711396,7,16,5.092958178940651,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,7.506398363754938,3.0317946123919666,1399.5,0.11990014660671139,9934163.707404278,0,447.0,2799,10297
0100AEL,-1.160296798,36.92236662,Kahawa West,True,2,False,residential,87.2339772787455,529.3084951119171,699.4070685456161,706.3199075869154,645.0118237481495,81.86326823441934,1,13,4.138028520389279,4131.65,11984,405.62379022513335,1,1,0.125,0,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,4131.65,12.5,39949.0,False,4.229477274907536,severely_underserved,18.256632320788423,2.169472262472103,54.5,0.022667004952997578,4860995.502057998,0,0.0,109,2641
0100AKA,-1.218550569,36.77443743,Karura Ward,True,6,True,tertiary,448.264722246088,29.07300136254319,43.504702679382,276.5765245542354,116.38474286538685,113.42581625952825,12,26,8.276057040778557,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,8.91732620053236,1.9089077189134604,0.0,0.013355154996375292,9934163.707404278,0,0.0,0,737
0100AL2,-1.202838153,36.7692849,Karura Ward,True,6,True,tertiary,567.3701739033345,65.47411343180477,81.01917470301925,109.33651988190368,85.27660267224256,18.158045867388257,14,28,8.91267681314614,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.710187444047211,1.7772589107125323,0.0,0.010556500456022256,9934163.707404278,0,0.0,0,0
0100AMY,-1.204494238,36.78601384,Karura Ward,True,6,True,primary,34.112814987745494,0.7307930205386938,55.389594318830014,66.8776946969409,40.99936067876987,28.85783854817202,21,45,14.32394487827058,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,9.745060684080103,1.1204458350144224,597.0,0.17087778356973152,9934163.707404278,0,295.0,1194,4392
0100ANJ,-1.171676248,36.91650867,Kahawa West,True,6,True,primary,9.034642607309651,109.54114679375611,425.71381050227217,518.8519842247135,351.3689805069139,175.1745904707395,3,6,1.909859317102744,4131.65,11984,405.62379022513335,1,1,0.125,0,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,4131.65,12.5,39949.0,False,4.229477274907536,severely_underserved,16.870586709002346,4.338944524944206,1619.5,0.5979286193640171,4860995.502057998,0,518.0,3239,12886
0100A.P,-1.178289056,36.91195965,Kahawa West,True,2,False,residential,178.94100776891187,465.2543920760716,822.0351090080678,890.9284337753015,726.072644953147,186.55864730205425,2,4,1.2732395447351628,4131.65,11984,405.62379022513335,1,1,0.125,0,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,4131.65,12.5,39949.0,False,4.229477274907536,severely_underserved,15.9839415489999,6.074522334921889,1619.5,0.011114753800692767,4860995.502057998,0,518.0,3239,13539
0100APC,-1.188633174,36.73722178,Karura Ward,True,6,True,residential,28.673976396839063,55.83508526989136,275.0033280787455,277.94302794504085,202.92714709789257,104.01671804229477,7,22,7.002817496043395,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,14.044004123694636,2.240891670028845,0.0,0.20219737050943848,9934163.707404278,0,0.0,0,0
0100ARG,-1.26081,36.81997,Parklands/highridge Ward,True,2,False,residential,617.1813640358736,11.955065872182375,172.436276055411,199.87614688251446,128.08916293670262,82.87976433161309,12,48,15.278874536821952,8509.21,412,1196.2781051674128,1,1,0.125,0,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,8509.21,17.9,1376.0,True,31.641670756902815,well_served,2.8620917681313216,2.000470242134765,3336.0,0.003235296494450678,492866.57932897407,1,1067.0,6672,23657
0100ARI,-1.185328692,36.73338085,Karura Ward,True,6,True,trunk,19.286820632313113,116.09243640412203,156.50832575603775,249.13825771917874,173.91300662644616,55.69254785277273,7,17,5.411268065124442,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,14.599088945606896,2.8633615783701907,0.0,0.29575851774639944,9934163.707404278,0,0.0,0,0
0100ASD,-1.19794,36.75537,Karura Ward,True,6,True,tertiary,115.4116941982836,11.155361939478029,116.1475910208544,132.7784579668518,86.69380364239474,53.843529880711316,11,24,7.639437268410976,3569.89,19794,501.87752386603404,2,2,0.25,0,720.0,0,2,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,11.999948741719148,2.0616203364265373,0.0,0.051541213632542986,9934163.707404278,0,0.0,0,0
0100ASW,-1.204816103,36.78255916,Karura Ward,True,6,True,primary,10.32730614558137,5.405739395596722,196.01631247150874,199.73217005201482,133.7180739730401,90.7432028783239,25,46,14.642254764454371,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,9.855253951968324,1.0966065619290093,118.0,0.5296934613478704,9934163.707404278,0,0.0,236,1936
0100AWA,-1.149612397,36.94740772,Kahawa West,True,8,True,residential,34.673198690859714,159.01304872423333,173.83884531287805,209.16919575669928,180.6736965979369,21.038792192079192,4,5,1.5915494309189535,4131.65,11984,405.62379022513335,1,1,0.125,0,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,4131.65,12.5,39949.0,False,4.229477274907536,severely_underserved,20.997073770904333,5.062101945768241,0.0,0.22425799461739276,4860995.502057998,0,0.0,0,0
0100BKH,-1.215780973,36.83506072,Karura Ward,True,6,True,trunk,20.713427287355447,40.504436460068824,43.8195230050588,71.61267515330634,51.97887820614466,13.949000839294907,11,19,6.047887837492023,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,8.099617503053631,2.5770254205331717,1533.5,0.2763267134476752,9934163.707404278,0,484.0,3067,10449
0100BKK,-1.154729247,36.67456269,Kitisuru Ward,True,6,True,trunk,4.089959913750467,45.56640382422819,124.21681494269325,179.87202863568928,116.55174913420358,55.09727845296654,4,5,1.5915494309189535,7256.19,19156,1020.1206955680644,1,1,0.125,0,1440.0,0,1,,,,,,,,,,58.694894215019396,154593.60933689412,7256.19,17.9,63855.0,False,8.331521629675903,underserved,21.582516725593013,9.7824823691699,0.0,1.1787912089034476,19541432.04430184,0,0.0,0,0
0100BLD,-1.202671891,36.76871896,Karura Ward,True,6,True,tertiary,501.95020000893504,65.47411343180477,70.2113926971948,146.46320100683695,94.04956904527883,37.11246030882192,14,28,8.91267681314614,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.757612515543126,1.7772589107125323,0.0,0.01192961052584015,9934163.707404278,0,0.0,0,0
0100CAR,-1.17373082,36.71296388,Kitisuru Ward,True,6,True,trunk,160.2138212131764,136.94996634205893,587.128423107049,644.9244649627942,456.3342848039674,227.0680555444132,2,7,2.228169203286535,7256.19,19156,1020.1206955680644,1,1,0.125,0,1440.0,0,1,,,,,,,,,,58.694894215019396,154593.60933689412,7256.19,17.9,63855.0,False,8.331521629675903,underserved,17.06561480080931,7.3368617768774245,0.0,0.0372176526481937,19541432.04430184,0,0.0,0,0
0100CBR,-1.20678,36.78464,Karura Ward,True,6,True,residential,9.487740827091981,91.04706914607716,126.41335768012584,133.48352839821047,116.98131840813782,18.564047548702586,27,46,14.642254764454371,3569.89,19794,501.87752386603404,2,2,0.25,0,720.0,1,2,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,9.56470039587246,1.0966065619290093,181.66666666666666,0.5720965171546547,9934163.707404278,0,31.0,545,3686
0100CCD,-1.25983,36.8176,Parklands/highridge Ward,True,8,True,unclassified,724.1038050938755,53.11787834633418,56.3170637476832,79.00518084279969,62.81337431227235,11.523588730644978,10,42,13.36901521971921,8509.21,412,1196.2781051674128,1,1,0.125,0,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,8509.21,17.9,1376.0,True,31.641670756902815,well_served,2.954783815142307,2.279605624758221,3336.0,0.011032903073738913,492866.57932897407,1,1067.0,6672,25303
0100CHE,-1.227579,36.797994,Karura Ward,True,8,True,residential,121.120507365553,32.34835685854886,130.6546858401384,134.70150707396763,99.2348499242183,47.324739171618106,6,16,5.092958178940651,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,6.880264537476349,3.0317946123919666,1399.5,0.06550906291318431,9934163.707404278,0,447.0,2799,11197
0100CHL,-1.181032,36.762044,Karura Ward,True,6,True,secondary,19.78166063612352,4.790999795751639,28.886887080045447,85.43236703954685,39.70341797178131,33.79847662381712,12,25,7.957747154594767,3569.89,19794,501.87752386603404,2,2,0.25,0,720.0,0,2,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,13.223872079915093,1.9823272465639783,0.0,0.28871609950027566,9934163.707404278,0,0.0,0,0
0100CTC,-1.19626,36.75305,Karura Ward,True,6,True,tertiary,432.11622318739427,12.410177275055227,59.76356488901089,138.74142046330084,70.30505420912232,52.11038283737341,13,25,7.957747154594767,3569.89,19794,501.87752386603404,2,2,0.25,0,720.0,0,2,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,12.301250003186714,1.9823272465639783,0.0,0.013853094570886137,9934163.707404278,0,0.0,0,0
0100CTR,-1.261465877,36.82164699,Parklands/highridge Ward,True,6,True,unclassified,417.3750441409307,68.11733295005507,74.48870171416534,130.0715656452767,90.89253343649905,27.8255998269507,25,48,15.278874536821952,8509.21,412,1196.2781051674128,1,1,0.125,0,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,8509.21,17.9,1376.0,True,31.641670756902815,well_served,2.816276725454102,2.000470242134765,3260.0,0.014341199562512348,492866.57932897407,1,1067.0,6520,22335
0100DPA,-1.208925247,36.78782701,Karura Ward,True,6,True,secondary,24.819009724128644,18.38404994711266,50.137193737941494,195.1326433191559,87.88462900140335,76.93576526980547,18,42,13.36901521971921,3569.89,19794,501.87752386603404,4,4,0.5,0,360.0,0,4,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,9.212887680296571,1.1986164746665915,278.4,0.2323869142972133,9934163.707404278,0,31.0,1392,6414
0100EIE,-1.203090316,36.77023709,Karura Ward,True,6,True,tertiary,676.7007452134144,28.347575752527227,28.625694416289136,109.33651988190368,55.43659668357335,38.11317032284435,15,27,8.594366926962348,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.633501242775486,1.84073244323798,0.0,0.008853465253473409,9934163.707404278,0,0.0,0,0
0100EIL,-1.200815767,36.76228434,Karura Ward,True,6,True,tertiary,184.869635113743,48.305001831091765,147.7333149088288,191.4325881148262,129.1569682849156,59.88982651096811,9,22,7.002817496043395,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,11.306380614475463,2.240891670028845,0.0,0.03228068961521498,9934163.707404278,0,0.0,0,0
0100EIO,-1.169498205,36.70019388,Kitisuru Ward,True,6,True,residential,150.78082485351908,10.846732418944008,130.77926221515165,152.21869533028115,97.9482299881256,62.20887119037037,6,10,3.183098861837907,7256.19,19156,1020.1206955680644,1,1,0.125,0,1440.0,0,1,,,,,,,,,,58.694894215019396,154593.60933689412,7256.19,17.9,63855.0,False,8.331521629675903,underserved,18.389291003928992,5.335899474092672,0.0,0.03953068515598391,19541432.04430184,0,0.0,0,0
0100ESN,-1.190204948,36.73913687,Karura Ward,True,8,True,residential,15.866743957674444,18.478619817519583,220.69988367526742,275.0033280787455,171.3939438571775,110.3767435140078,4,22,7.002817496043395,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,13.774036916846121,2.240891670028845,0.0,0.47430612690127216,9934163.707404278,0,0.0,0,0
0100GAO,-1.203959316,36.77340478,Karura Ward,True,6,True,residential,510.387018047943,42.11837666428622,95.52908129711751,115.355136857255,84.33419827288624,30.928948848775647,18,30,9.549296585513721,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.379664688380482,1.662597045505272,0.0,0.011732796860786744,9934163.707404278,0,0.0,0,0
0100GUG,-1.195629,36.780871,Karura Ward,True,6,True,secondary,8.037273847464087,10.920956001915979,196.89601016990295,283.0357219930293,163.61756272161608,113.55528100452774,10,18,5.729577951308232,3569.89,19794,501.87752386603404,2,2,0.25,0,720.0,0,2,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.871288244252545,2.712658337403339,0.0,0.6639170286605441,9934163.707404278,0,0.0,0,327
0100GVS,-1.124978,36.677156,Kitisuru Ward,True,6,True,secondary,77.85476460447497,5.3059857711221685,266.1215450979029,286.7398355625246,186.05578881051656,128.08629109446952,4,6,1.909859317102744,7256.19,19156,1020.1206955680644,1,1,0.125,0,1440.0,0,1,,,,,,,,,,58.694894215019396,154593.60933689412,7256.19,17.9,63855.0,False,8.331521629675903,underserved,23.76053397401646,8.384984887859913,0.0,0.0760892512975621,19541432.04430184,0,0.0,0,0
0100HYD,-1.19387573,36.74975574,Karura Ward,True,6,True,residential,399.67492982231136,18.295061600405035,21.14985753444604,116.7922452204225,52.079054785091195,45.77397533676275,14,26,8.276057040778557,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,12.730404604861857,1.9089077189134604,0.0,0.014974732765688234,9934163.707404278,0,0.0,0,0
0100IKW,-1.186262101,36.73443764,Karura Ward,True,6,True,residential,1.9449721445048596,92.66486869133614,103.58357580820031,156.50832575603775,117.58559008519141,27.881165152038825,8,18,5.729577951308232,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,14.44422376915917,2.712658337403339,0.0,2.037370713741941,9934163.707404278,0,0.0,0,0
0100ILL,-1.204420656,36.77496046,Karura Ward,True,6,True,tertiary,330.3024364062899,50.918488241001214,64.96066741909911,65.29654712623454,60.391900928778284,6.700117648674442,14,34,10.822536130248883,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.254046476904493,1.4725859545903839,0.0,0.018110340705861733,9934163.707404278,0,0.0,0,0
0100INT,-1.257623434,36.81249261,Parklands/highridge Ward,True,6,True,residential,752.226464982321,5.954706009244052,208.6991290422035,212.96081385257222,142.53821630133993,96.59479610599813,6,24,7.639437268410976,8509.21,412,1196.2781051674128,1,1,0.125,0,1440.0,0,1,,,,,,,,,,98.0230418646035,69612.8432531061,8509.21,17.9,1376.0,True,31.641670756902815,well_served,3.2423177455092094,3.92092167458414,3326.5,0.007965731793745228,492866.57932897407,1,1067.0,6653,23992
0100ITS,-1.18686676,36.73514843,Karura Ward,True,6,True,residential,24.193457866230375,12.100352116377321,103.58357580820031,260.0811301378376,125.25501935413841,102.39093438404194,7,16,5.092958178940651,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,14.342071708602873,3.0317946123919666,0.0,0.2381570656897589,9934163.707404278,0,0.0,0,0
0100JAK,-1.219687,36.77222,Karura Ward,True,6,True,tertiary,474.9600633651573,6.441826449095285,233.1569183866533,276.5765245542354,172.05842312999468,118.4425553367813,8,23,7.321127382227186,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,8.946084168552604,2.147521183777643,4.5,0.012606099674788871,9934163.707404278,0,0.0,9,1636
0100JO.,-1.152970523,36.92023158,Kahawa West,True,4,True,residential,25.48188585318734,29.426629486779394,68.29221321320276,101.27627464832841,66.33170578277019,29.36523533589463,5,11,3.5014087480216975,4131.65,11984,405.62379022513335,1,1,0.125,0,1440.0,0,1,,,,,,,,,,30.372611674609445,57375.0964702776,4131.65,12.5,39949.0,False,4.229477274907536,severely_underserved,18.74355895688851,2.5310509728841204,0.0,0.15104664456963374,4860995.502057998,0,0.0,0,0
0100JOA,-1.183204383,36.73027486,Karura Ward,True,6,True,residential,12.331110096555145,130.91777164354568,230.15679891013306,250.64543095958686,203.90666717108854,52.28435179262466,9,18,5.729577951308232,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,15.001759328229003,2.712658337403339,0.0,0.4500750467547667,9934163.707404278,0,0.0,0,0
0100JYL,-1.204896569,36.77661538,Karura Ward,True,6,True,tertiary,139.2059729660704,3.6219566511774013,6.450993944540603,109.10223688203355,39.72506249258385,49.07066406520224,16,37,11.777465788800255,3569.89,19794,501.87752386603404,1,1,0.125,0,1440.0,0,1,,,,,,,,,,51.540508410663435,136158.56870400644,3569.89,17.9,65982.0,False,16.8626919469993,underserved,10.123711531033225,1.3563291687016694,0.0,0.042794182537800936,9934163.707404278,0,0.0,0,5
