stop_id,lat,lon,ward,is_existing_stop,nearest_node_degree,road_type,distance_to_major_road,distance_to_nearest_stop,stops_within_500m,stops_within_1km,pop_not_served_nearby,poverty_rate_weighted_pop,route_count_serving,trips_per_day,avg_headway_minutes,service_span_hours,routes_within_500m,avg_speed_daily,avg_speed_peak,avg_speed_offpeak,congestion_pct_daily,congestion_pct_peak,trip_count_daily,trip_count_peak,demand_variability_cv,dominant_congestion_level,ward_pct_access,ward_population,ward_poverty_rate,is_benchmark_ward,ward_category,distance_to_cbd,coverage_efficiency_nearby,demand_supply_ratio,network_accessibility,is_good_stop,pop_within_500m,subcounty_gini,trips_per_1k_pop_per_hour,pop_score,coverage_score,access_score,poverty_score,quality_score
0013ALS,-1.244951,36.867888,Babandogo,True,3,primary_link,75.02313291316895,24.61714916928468,18,50,2050,5436.908772292252,0,0,1440.0,0,15,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,95.26260026032786,144280.94162179087,11.1,True,well_served,7.279692698825651,1.8678941227515269,33639.0,0.039461672849322,1,33639,0.0768685671769029,3.493184854040906,0.2494494004582768,0.01744134768465916,0.9976806870803272,0.2762086400920416,0.34644549251603546
0014KRA,-1.262408,36.879051,Kariobangi North Ward,True,3,secondary,30.74435111345562,33.69905888841332,30,107,0,3465.75651710367,0,0,1440.0,0,13,18.054313199966053,11.514724616707694,21.324107491595232,57.35551818750744,93.22916666666669,394,160.0,0.5289229448015942,congested,99.99999999999984,64689.6208079953,7.5,True,well_served,7.375225041416028,0.9259259259259244,48623.0,0.094505003087884,1,48623,0.1688006615484064,3.524522128159088,0.3605629833967357,0.008009786079789348,0.9968250319270019,0.17514487218546057,0.36259347153129734
010044G,-1.195514202,36.9026953,Kahawa,True,6,residential,25.36224666585398,13.953365420629163,5,7,9936,2342.1790599665173,1,1,1440.0,0,1,18.22697126387059,11.58204509583422,21.549434347888774,54.69328703703704,91.66666666666669,251,100.0,0.4639352675180015,congested,50.06246135533196,66325.31993700916,12.5,False,underserved,13.873208059754688,6.257807669416495,8094.0,0.2275982042066078,0,16188,0.140004148607421,1.2664846559319567,0.12004182331872484,0.061395846567904075,0.9986853790229553,0.11753746461241547,0.2806081685306039
0100AAA,-1.206232309,36.79068089,Karura Ward,True,6,primary,241.09410498946025,242.2312278648012,9,38,19794,501.8775238660341,1,1,1440.0,0,1,18.04765037721442,11.94259048213484,21.10018032475421,57.13306704260651,92.96875,276,114.0,0.4133426833912068,congested,51.54050841066344,136158.56870400644,17.9,False,underserved,9.389085914453087,1.3215514977093188,1220.5,0.0247837509313215,0,2441,0.1696428393750311,21.68060393185624,0.018101191667964377,0.011971031231495632,0.9771781040740487,0.02318259840001828,0.20940031538647486
0100AAE,-1.26177,36.82218,Parklands/highridge Ward,True,6,unclassified,349.7814889567041,6.751866408379465,25,49,412,1196.2781051674128,1,1,1440.0,0,1,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,98.0230418646035,69612.8432531061,17.9,True,well_served,2.794125264811557,1.96046083729207,3149.5,0.0171046654082153,0,6299,0.1696428393750311,40.68214811601791,0.04671012139144105,0.01836818223564684,0.9993638706543486,0.058785499697017976,0.23257046211618942
0100ACP,-1.184212893,36.90751523,Kahawa West,True,6,primary,14.966840640247058,186.572663904908,4,6,11984,405.62379022513335,1,1,1440.0,0,1,18.22697126387059,11.58204509583422,21.549434347888774,54.69328703703704,91.66666666666669,251,100.0,0.4639352675180015,congested,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,15.163030600814514,4.338944524944206,3850.5,0.3757787864980633,0,7701,0.140004148607421,5.437899353452546,0.0571066272163022,0.04218301537106137,0.9824219942416268,0.018247533150127074,0.23066697884682189
0100AEI,-1.225512028,36.78804159,Karura Ward,True,3,secondary,24.02082011492783,32.12785980423918,7,16,19794,501.8775238660341,1,1,1440.0,0,1,18.04765037721442,11.94259048213484,21.10018032475421,57.13306704260651,92.96875,276,114.0,0.4133426833912068,congested,51.54050841066344,136158.56870400644,17.9,False,underserved,7.506398363754938,3.0317946123919666,1399.5,0.1199001466067113,0,2799,0.1696428393750311,21.68060393185624,0.02075593423950524,0.029095031117895406,0.9969730629727678,0.02318259840001828,0.2185694670378579
0100AEL,-1.160296798,36.92236662,Kahawa West,True,2,residential,87.2339772787455,529.3084951119171,1,13,11984,405.62379022513335,1,1,1440.0,0,1,17.243629136348233,11.957926538319672,20.06267052196347,65.21934587151978,92.04545454545456,187,75.0,0.5053274203972147,congested,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,18.256632320788423,2.169472262472103,54.5,0.0226670049529975,0,109,0.140004148607421,5.437899353452546,0.0008082875427317153,0.02046093243607859,0.9501310235899547,0.018247533150127074,0.1990738450969921
0100AKA,-1.218550569,36.77443743,Karura Ward,True,6,tertiary,448.264722246088,29.07300136254319,12,26,19794,501.8775238660341,1,1,1440.0,0,1,17.73388355120552,11.535664961841428,20.832992845887567,56.99076346006171,93.1818181818182,520,208.0,0.4333708462235915,moderate,51.54050841066344,136158.56870400644,17.9,False,underserved,8.91732620053236,1.9089077189134604,0.0,0.0133551549963752,0,0,0.1696428393750311,21.68060393185624,0.0,0.01785200088945111,0.9972608774797553,0.02318259840001828,0.20855169539831753
0100AL2,-1.202838153,36.7692849,Karura Ward,True,6,tertiary,567.3701739033345,65.47411343180477,14,28,19794,501.8775238660341,1,1,1440.0,0,1,17.73388355120552,11.535664961841428,20.832992845887567,56.99076346006171,93.1818181818182,520,208.0,0.4333708462235915,moderate,51.54050841066344,136158.56870400644,17.9,False,underserved,10.710187444047213,1.7772589107125325,0.0,0.0105565004560222,0,0,0.1696428393750311,21.68060393185624,0.0,0.016533852517840404,0.9938313345650934,0.02318259840001828,0.20753624972248247
0100AMY,-1.204494238,36.78601384,Karura Ward,True,6,primary,34.112814987745494,0.7307930205386938,21,45,19794,501.8775238660341,1,1,1440.0,0,1,18.04765037721442,11.94259048213484,21.10018032475421,57.13306704260651,92.96875,276,114.0,0.4133426833912068,congested,51.54050841066344,136158.56870400644,17.9,False,underserved,9.745060684080103,1.1204458350144224,597.0,0.1708777835697315,0,1194,0.1696428393750311,21.68060393185624,0.008854085559831817,0.009957438359478266,0.9999311480918247,0.02318259840001828,0.2102110388341793
0100ANJ,-1.171676248,36.91650867,Kahawa West,True,6,primary,9.034642607309651,109.54114679375613,3,6,11984,405.62379022513335,1,1,1440.0,0,1,18.22697126387059,11.58204509583422,21.549434347888774,54.69328703703704,91.66666666666669,251,100.0,0.4639352675180015,congested,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,16.870586709002346,4.338944524944206,1619.5,0.5979286193640171,0,3239,0.140004148607421,5.437899353452546,0.02401874633860574,0.04218301537106137,0.9896795443189853,0.018247533150127074,0.22053773055509984
0100A.P,-1.178289056,36.91195965,Kahawa West,True,2,residential,178.94100776891187,465.2543920760716,2,4,11984,405.62379022513335,1,1,1440.0,0,1,18.22697126387059,11.58204509583422,21.549434347888774,54.69328703703704,91.66666666666669,251,100.0,0.4639352675180015,congested,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,15.9839415489999,6.074522334921889,1619.5,0.0111147538006927,0,3239,0.140004148607421,5.437899353452546,0.02401874633860574,0.05956068171904762,0.9561659022717824,0.018247533150127074,0.21817941873265584
0100APC,-1.188633174,36.73722178,Karura Ward,True,6,residential,28.673976396839063,55.83508526989136,7,22,19794,501.8775238660341,1,1,1440.0,0,1,17.73388355120552,11.535664961841428,20.832992845887567,56.99076346006171,93.1818181818182,520,208.0,0.4333708462235915,moderate,51.54050841066344,136158.56870400644,17.9,False,underserved,14.044004123694636,2.240891670028845,0.0,0.2021973705094384,0,0,0.1696428393750311,21.68060393185624,0.0,0.021176027217860726,0.9947394788183244,0.02318259840001828,0.20887842224813374
0100ARG,-1.26081,36.81997,Parklands/highridge Ward,True,2,residential,617.1813640358736,11.955065872182375,12,48,412,1196.2781051674128,1,1,1440.0,0,1,18.04765037721442,11.94259048213484,21.10018032475421,57.13306704260651,92.96875,276,114.0,0.4133426833912068,congested,98.0230418646035,69612.8432531061,17.9,True,well_served,2.8620917681313216,2.000470242134765,3336.0,0.0032352964944506,0,6672,0.1696428393750311,40.68214811601791,0.04947609619363307,0.01876878086288257,0.9988736494814157,0.058785499697017976,0.23354065871917895
0100ARI,-1.185328692,36.73338085,Karura Ward,True,6,trunk,19.28682063231312,116.09243640412204,7,17,19794,501.8775238660341,1,1,1440.0,0,1,17.73388355120552,11.535664961841428,20.832992845887567,56.99076346006171,93.1818181818182,520,208.0,0.4333708462235915,moderate,51.54050841066344,136158.56870400644,17.9,False,underserved,14.599088945606896,2.8633615783701907,0.0,0.2957585177463994,0,0,0.1696428393750311,21.68060393185624,0.0,0.02740857658362876,0.9890623123832583,0.02318259840001828,0.20930112630256248
0100ASD,-1.19794,36.75537,Karura Ward,True,6,tertiary,115.4116941982836,11.155361939478029,11,24,19794,501.8775238660341,2,2,720.0,0,2,17.73388355120552,11.535664961841428,20.832992845887567,56.99076346006171,93.1818181818182,520,208.0,0.4333708462235915,moderate,51.54050841066344,136158.56870400644,17.9,False,underserved,11.999948741719148,2.0616203364265373,0.0,0.0515412136325429,0,0,0.1696428393750311,21.68060393185624,0.0,0.019381053000519535,0.9989489938541649,0.02318259840001828,0.20927158170096655
0100ASW,-1.204816103,36.78255916,Karura Ward,True,6,primary,10.32730614558137,5.405739395596722,25,46,19794,501.8775238660341,1,1,1440.0,0,1,18.04765037721442,11.94259048213484,21.10018032475421,57.13306704260651,92.96875,276,114.0,0.4133426833912068,congested,51.54050841066344,136158.56870400644,17.9,False,underserved,9.855253951968324,1.0966065619290093,118.0,0.5296934613478704,0,236,0.1696428393750311,21.68060393185624,0.001750053762244815,0.009718744979512682,0.9994906964598389,0.02318259840001828,0.2075768640336353
0100AWA,-1.149612397,36.94740772,Kahawa West,True,8,residential,34.673198690859714,159.01304872423333,4,5,11984,405.62379022513335,1,1,1440.0,0,1,17.243629136348233,11.957926538319672,20.06267052196347,65.21934587151978,92.04545454545456,187,75.0,0.5053274203972147,congested,30.372611674609445,57375.0964702776,12.5,False,severely_underserved,20.997073770904333,5.062101945768241,0.0,0.2242579946173927,0,0,0.140004148607421,5.437899353452546,0.0,0.04942370968272231,0.985018532577979,0.018247533150127074,0.21300914056630182
0100BKH,-1.215780973,36.83506072,Karura Ward,True,6,trunk,20.713427287355447,40.50443646006882,11,19,19794,501.8775238660341,1,1,1440.0,0,1,16.977834653895385,11.583661224577728,20.06021947064833,66.15702479338843,90.625,160,66.0,0.5393986770943684,congested,51.54050841066344,136158.56870400644,17.9,False,underserved,8.099617503053631,2.577025420533172,1533.5,0.2763267134476752,0,3067,0.1696428393750311,21.68060393185624,0.02274328342713918,0.024541603875375472,0.9961838610092546,0.02318259840001828,0.21796884205019718
0100BKK,-1.154729247,36.67456269,Kitisuru Ward,True,6,trunk,4.089959913750467,45.56640382422819,4,5,19156,1020.1206955680644,1,1,1440.0,0,1,17.73388355120552,11.535664961841428,20.832992845887567,56.99076346006171,93.1818181818182,520,208.0,0.4333708462235915,moderate,58.6948942150194,154593.60933689412,17.9,False,underserved,21.582516725593013,9.7824823691699,0.0,1.1787912089034476,0,0,0.1696428393750311,10.711956381011875,0.0,0.09668704501799881,0.9957069460656954,0.049753659811534436,0.2332638824299457
